"UnitInitials","PageTitleDisplay","Score"
IIE-GE,Hysteresis,2.35479
IIE-GE,Numerical weather prediction,4.07224
IIE-GE,Aquatic plant,0.944491
IIE-GE,Soil horizon,1.88225
IIE-GE,Heat exchanger,2.69061
IIE-GE,Wind,1.9076
IIE-GE,Turbulence,4.04495
IIE-GE,Industrial wastewater treatment,1.63425
IIE-GE,Leachate,1.02984
IIE-GE,Sewage treatment,5.29379
IIE-GE,Ion exchange,3.51987
IIE-GE,Dissipation,1.74503
IIE-GE,Wind speed,2.37923
IIE-GE,Advection,1.74242
IIE-GE,Lake Geneva,5.41985
IIE-GE,Organic acid anhydride,0.787568
IIE-GE,Human impact on the environment,1.01224
IIE-GE,Kinetic energy,1.80781
IIE-GE,Laboratory,6.29255
IIE-GE,High frequency,1.59348
IIE-GE,Finite element method,0.809059
IIE-GE,Vadose zone,0.971719
IIE-GE,Heat transfer,2.31537
IIE-GE,Hydraulic conductivity,10.6868
IIE-GE,Ecosystem service,3.14728
IIE-GE,Transport,12.5095
IIE-GE,Water resources,5.21108
IIE-GE,Water content,6.50929
IIE-GE,Lake,11.6329
IIE-GE,Decomposition,4.12437
IIE-GE,Sand,3.09876
IIE-GE,Rain,5.5612
IIE-GE,Measurement,5.72063
IIE-GE,Mass,1.67038
IIE-GE,Mineral,7.89051
IIE-GE,Drainage basin,2.7545
IIE-GE,Porosity,2.98845
IIE-GE,Aquatic ecosystem,4.73159
IIE-GE,Meteorology,4.94588
IIE-GE,Water cycle,2.99182
IIE-GE,Interaction (disambiguation),4.172
IIE-GE,Microorganism,2.77862
IIE-GE,Mass transfer,2.05395
IIE-GE,Sewerage,1.41032
IIE-GE,Mathematical model,6.3311
IIE-GE,Temperature,4.03832
IIE-GE,Nitrogen,3.75312
IIE-GE,Normal distribution,2.56229
IIE-GE,Numerical analysis,10.7998
IIE-GE,Vegetation,3.9519
IIE-GE,Wastewater,4.22076
IIE-GE,Species,1.5141
IIE-GE,Nature,2.07892
IIE-GE,Nitrogen fixation,1.62292
IIE-GE,Bulk density,1.35199
IIE-GE,Natural gas,1.03758
IIE-GE,Boundary layer,1.61121
IIE-GE,Modeling and simulation,1.49355
IIE-GE,Observation,1.45291
IIE-GE,Remote sensing,2.07166
IIE-GE,Environmental issues,2.66745
IIE-GE,Light-year,0.945596
IIE-GE,Water treatment,1.44862
IIE-GE,Analytical chemistry,2.30702
IIE-GE,Power law,1.49751
IIE-GE,PH,5.50237
IIE-GE,Pollutant,2.6319
IIE-GE,Prediction,5.65581
IIE-GE,Research,1.48406
IIE-GE,Seawater,2.77987
IIE-GE,Terminal velocity,1.16146
IIE-GE,Groundwater,15.4902
IIE-GE,Salt marsh,3.35279
IIE-GE,Scientific method,3.77368
IIE-GE,Ocean acidification,1.10331
IIE-GE,Precipitation,8.74475
IIE-GE,Solution (chemistry),5.43044
IIE-GE,Stochastic,2.31783
IIE-GE,Technology,2.33342
IIE-GE,Time,5.2775
IIE-GE,Water quality,3.01962
IIE-GE,Tide,8.91881
IIE-GE,Tidal force,1.35468
IIE-GE,Particle,3.10154
IIE-GE,Water pollution,3.35827
IIE-GE,Electron donor,2.44597
IIE-GE,Electron acceptor,1.65389
IIE-GE,Swash,1.95984
IIE-GE,Infiltration (hydrology),6.01167
IIE-GE,Homogeneity and heterogeneity,2.44106
IIE-GE,Spatial analysis,1.13389
IIE-GE,Nutrient cycle,2.6848
IIE-GE,Scientific modelling,0.947333
IIE-GE,Water,12.2065
IIE-GE,Riparian zone,5.56311
IIE-GE,Wave,5.43579
IIE-GE,Western Europe,3.19142
IIE-GE,Geotechnical centrifuge modeling,2.70013
IIE-GE,Geochemical modeling,4.79912
IIE-GE,Chemical kinetics,1.11931
IIE-GE,Reactive transport modeling in porous media,3.55431
IIE-GE,Solvent,7.66306
IIE-GE,Atmospheric dispersion modeling,3.00593
IIE-GE,Computer simulation,21.0423
IIE-GE,Ocean current,3.523
IIE-GE,Soil,46.8532
IIE-GE,Escape velocity,1.40071
IIE-GE,Contamination,4.92405
IIE-GE,Thermohaline circulation,3.18349
IIE-GE,Bay,1.47826
IIE-GE,Activated carbon,2.27584
IIE-GE,Geochemistry,2.17175
IIE-GE,Biogeochemical cycle,10.3884
IIE-GE,Genetic algorithm,1.65703
IIE-GE,Environmental remediation,4.83355
IIE-GE,Deposition (geology),0.899494
IIE-GE,Continuity equation,1.30132
IIE-GE,Photic zone,1.16373
IIE-GE,Polarization (physics),0.858043
IIE-GE,Soil compaction,0.980055
IIE-GE,Restoration,1.26723
IIE-GE,Soil contamination,4.67428
IIE-GE,Atmospheric circulation,2.72043
IIE-GE,Bioremediation,8.69693
IIE-GE,Simulation,20.9214
IIE-GE,Anaerobic respiration,0.977074
IIE-GE,Surface runoff,9.22951
IIE-GE,Sedimentary rock,3.97143
IIE-GE,Groundwater pollution,8.66115
IIE-GE,Agricultural soil science,1.88761
IIE-GE,Drainage,1.58651
IIE-GE,Radiative forcing,1.34196
IIE-GE,Non-equilibrium thermodynamics,3.82574
IIE-GE,Aquifer,21.5959
IIE-GE,Biodegradation,4.4645
IIE-GE,Carbon cycle,1.28807
IIE-GE,Shore,1.42142
IIE-GE,Stochastic process,2.04192
IIE-GE,Behavior,0.787626
IIE-GE,Navier–Stokes equations,5.64779
IIE-GE,Territorial waters,0.880676
IIE-GE,Residence time,1.75995
IIE-GE,Climate change,2.41257
IIE-GE,Governing equation,1.84972
IIE-GE,Hydraulic engineering,3.11278
IIE-GE,Coast,1.6315
IIE-GE,In situ bioremediation,1.42965
IIE-GE,Carbon,4.1998
IIE-GE,Numerical modeling (geology),2.41923
IIE-GE,Natural environment,2.02098
IIE-GE,Hydrological transport model,2.83866
IIE-GE,Field research,1.47654
IIE-GE,Laboratory experiments of speciation,3.06949
IIE-GE,Breaking wave,3.11544
IIE-GE,Wastewater treatment,2.20037
IIE-GE,Carbon dioxide,1.41431
IIE-GE,Nitrogen cycle,5.07241
IIE-GE,Soil erosion,33.6401
IIE-GE,Solubility,2.41415
IIE-GE,Experiment,36.6856
IIE-GE,Schrödinger equation,1.45242
IIE-GE,Tidal locking,4.73495
IIE-GE,Groundwater recharge,1.70764
IIE-GE,Sediment,27.6049
IIE-GE,Fermentation,2.19191
IIE-GE,Sensitivity analysis,2.57272
IIE-GE,Electric current,2.00881
IIE-GE,Agriculture,2.38497
IIE-GE,Chemical reaction,2.94937
IIE-GE,Environmental science,1.61447
IIE-GE,Two-phase flow,2.7986
IIE-GE,Nutrient,3.70192
IIE-GE,Color temperature,1.46537
IIE-GE,Urban area,3.83058
IIE-GE,Polyethylene,0.796071
IIE-GE,Developing country,1.99431
IIE-GE,Preferential attachment,0.968197
IIE-GE,Sediment transport,45.3002
IIE-GE,System,6.01291
IIE-GE,Density,1.99084
IIE-GE,Environmental degradation,1.13522
IIE-GE,Porous medium,7.59586
IIE-GE,Body of water,0.89582
IIE-GE,Sea surface temperature,7.66468
IIE-GE,Electron transport chain,2.76572
IIE-GE,Evolution,1.30777
IIE-GE,Europe,0.806795
IIE-GE,Equation,3.73262
IIE-GE,Electromagnetic radiation,1.25752
IIE-GE,Ecosystem,3.87443
IIE-GE,Erosion,10.6301
IIE-GE,Reductive dechlorination,4.9808
IIE-GE,Chemical substance,2.37929
GR-LUD,High-temperature superconductivity,1.43853
GR-LUD,Volatile organic compound,1.06827
GR-LUD,Evaporation,0.811649
GR-LUD,Microalgae,10.2177
GR-LUD,Solid oxide fuel cell,3.20842
GR-LUD,Sustainable energy,0.625216
GR-LUD,Functional group,1.50126
GR-LUD,Analysis,1.42646
GR-LUD,Particle-size distribution,2.53168
GR-LUD,Innovation,0.953032
GR-LUD,Image resolution,0.796842
GR-LUD,Nanoparticle,2.76104
GR-LUD,Gas composition,0.759202
GR-LUD,Battery recycling,0.505232
GR-LUD,Fly ash,1.32189
GR-LUD,Coal gasification,0.908659
GR-LUD,Human rights,2.72626
GR-LUD,Particle size,2.51842
GR-LUD,Energy transformation,0.642394
GR-LUD,Algae fuel,2.02143
GR-LUD,Heavy water,0.903813
GR-LUD,Fluorescent lamp,0.479981
GR-LUD,Rare-earth element,2.96836
GR-LUD,Adverse effect,0.703615
GR-LUD,Corrosion,1.16556
GR-LUD,Sodium carbonate,0.783769
GR-LUD,Industrial wastewater treatment,0.606899
GR-LUD,Leachate,0.770031
GR-LUD,Composite material,0.629411
GR-LUD,Energy demand management,0.364468
GR-LUD,Sewage treatment,1.01031
GR-LUD,Growth medium,1.05933
GR-LUD,Chemical plant,0.832273
GR-LUD,Magnetic nanoparticles,1.12891
GR-LUD,Leaching (chemistry),0.685701
GR-LUD,Light,0.824175
GR-LUD,Lipid,0.416764
GR-LUD,Liquid crystal,0.432513
GR-LUD,Heat treating,0.770388
GR-LUD,Sustainability,1.19173
GR-LUD,Perovskite (structure),1.06537
GR-LUD,Methane,1.6055
GR-LUD,Ligand,2.68999
GR-LUD,Environmentalism,0.464264
GR-LUD,Biofuel,2.65698
GR-LUD,Biodiesel,1.24646
GR-LUD,Polymer characterization,1.51888
GR-LUD,Dielectric spectroscopy,0.528604
GR-LUD,Solid,1.10847
GR-LUD,Liquid,1.49669
GR-LUD,Gas,2.10938
GR-LUD,Measurement,2.11139
GR-LUD,Metal,3.88895
GR-LUD,Mineral,0.765201
GR-LUD,Materials science,1.26819
GR-LUD,Flue gas,1.14581
GR-LUD,Plant,1.28141
GR-LUD,Mass transfer,0.789128
GR-LUD,Waste,1.19131
GR-LUD,Temperature,1.04389
GR-LUD,Adsorption,1.44713
GR-LUD,Waste management,1.30634
GR-LUD,Nitrogen,0.753851
GR-LUD,Municipal solid waste,2.7301
GR-LUD,Raw material,0.815818
GR-LUD,Incineration,3.79335
GR-LUD,Species,1.59606
GR-LUD,Natural gas,0.575895
GR-LUD,Effluent,0.474191
GR-LUD,Atmospheric methane,0.996292
GR-LUD,Environmental issues,1.32632
GR-LUD,Particle physics,1.07896
GR-LUD,Brown algae,0.776007
GR-LUD,Trace element,0.843405
GR-LUD,Environmental impact assessment,1.04403
GR-LUD,Liquid chromatography–mass spectrometry,0.593033
GR-LUD,Carbon-fiber-reinforced polymers,0.874355
GR-LUD,Silver nanoparticle,0.886186
GR-LUD,Anode,0.789689
GR-LUD,Analytical chemistry,0.42024
GR-LUD,Hydrothermal carbonization,1.45313
GR-LUD,Parameter,0.772516
GR-LUD,Ruthenium,0.346653
GR-LUD,Renewable energy,0.731188
GR-LUD,Gasification,4.31947
GR-LUD,Thermodynamic equilibrium,0.808659
GR-LUD,Scientific method,1.02967
GR-LUD,Sulfur,2.61479
GR-LUD,X-ray absorption spectroscopy,2.00953
GR-LUD,Stem cell,0.415839
GR-LUD,Hinkley groundwater contamination,0.511278
GR-LUD,Mass spectrometry,1.10845
GR-LUD,Solar-cell efficiency,1.16023
GR-LUD,Sustainable development,0.610812
GR-LUD,Technology,1.0222
GR-LUD,Time,1.25704
GR-LUD,Particle,3.06438
GR-LUD,Particulates,1.17467
GR-LUD,Plug flow reactor model,0.719449
GR-LUD,Nutrient cycle,0.80579
GR-LUD,Water,3.27868
GR-LUD,Brackish water,1.04903
GR-LUD,Wood,0.834905
GR-LUD,Zinc,0.948467
GR-LUD,Airflow,0.523702
GR-LUD,Nord Stream 1,0.386465
GR-LUD,Hydrothermal vent,1.95789
GR-LUD,Absorption spectroscopy,1.10163
GR-LUD,Carbon capture and storage,0.569421
GR-LUD,Resource efficiency,0.758039
GR-LUD,Soil,1.29108
GR-LUD,Environmental Performance Index,0.819709
GR-LUD,Oxidation state,0.520257
GR-LUD,Electronic waste,1.1163
GR-LUD,Abundance of the chemical elements,0.710745
GR-LUD,Activated carbon,0.578773
GR-LUD,Geochemistry,0.825499
GR-LUD,Land,0.811032
GR-LUD,Bacterial growth,0.72344
GR-LUD,Closed system,1.51321
GR-LUD,Size,0.5431
GR-LUD,Silicon dioxide,0.525426
GR-LUD,Perovskite solar cell,0.812737
GR-LUD,Renewable natural gas,0.925533
GR-LUD,High-entropy alloy,0.591963
GR-LUD,Heavy metals,5.13223
GR-LUD,Process,1.18299
GR-LUD,Algal bloom,1.29842
GR-LUD,Biomass (ecology),1.90769
GR-LUD,Toxic heavy metal,0.434611
GR-LUD,Behavior,0.487787
GR-LUD,Fossil fuel,0.956224
GR-LUD,Inductively coupled plasma mass spectrometry,1.29521
GR-LUD,Climate change,1.23781
GR-LUD,Sulfur dioxide,0.646205
GR-LUD,Carbonic acid,0.330208
GR-LUD,Rights,0.675995
GR-LUD,Carbon,1.23442
GR-LUD,Biogas,0.961852
GR-LUD,Eutrophication,1.01163
GR-LUD,Characterization of nanoparticles,0.38127
GR-LUD,Combustion,0.888543
GR-LUD,Chemical element,0.640412
GR-LUD,Valence electron,0.577426
GR-LUD,Aerosol,2.74017
GR-LUD,Aerosol spray dispenser,1.36635
GR-LUD,Wastewater treatment,1.1402
GR-LUD,Catalysis,4.43931
GR-LUD,Nitrogen cycle,0.917666
GR-LUD,Solubility,1.33718
GR-LUD,Gas chromatography,0.742573
GR-LUD,Experiment,5.08051
GR-LUD,Cell,0.675995
GR-LUD,Life-cycle assessment,1.58936
GR-LUD,Carboxylic acid,1.04569
GR-LUD,Chemical reaction,0.914965
GR-LUD,Algae,3.0282
GR-LUD,Nutrient,1.68423
GR-LUD,Alkali metal,2.02283
GR-LUD,Material,2.35525
GR-LUD,Stress concentration,0.91095
GR-LUD,Quantity,0.94355
GR-LUD,Energy conversion efficiency,0.770345
GR-LUD,Recycling,5.70027
GR-LUD,Color temperature,1.26972
GR-LUD,Concentration,4.07516
GR-LUD,Supercritical fluid,4.54552
GR-LUD,Biodiesel production,0.506996
GR-LUD,Developing country,0.638877
GR-LUD,Material flow analysis,0.739316
GR-LUD,Biomass (energy),2.92717
GR-LUD,Health,0.782935
GR-LUD,System,1.25416
GR-LUD,Nanomaterials,0.615442
GR-LUD,Green chemistry,0.569721
GR-LUD,Volatiles,0.869599
GR-LUD,Generation,0.897059
GR-LUD,Electricity generation,1.51917
GR-LUD,Electricity,0.606121
GR-LUD,Chemical substance,0.733297
GR-LUD,Analytical technique,0.448384
EML,Wetland,0.949014
EML,Analysis,1.14027
EML,Nanoparticle,0.848837
EML,Genome,1.09545
EML,Organic matter,2.0518
EML,Uranium ore,0.89617
EML,Gram-positive bacteria,1.49496
EML,Soil organic matter,0.868684
EML,Human rights,0.842608
EML,Metagenomics,0.716641
EML,Heavy water,1.15379
EML,Sulfate-reducing microorganism,4.10211
EML,Anaerobic digestion,0.453481
EML,Hydrogen sulfide,2.40325
EML,Corrosion,1.2243
EML,Ion exchange,0.640834
EML,Shewanella oneidensis,2.1044
EML,Abiotic component,1.72976
EML,Human impact on the environment,0.368429
EML,Biophysical environment,0.625752
EML,Microbial mat,0.626225
EML,Scanning transmission electron microscopy,2.4967
EML,Metal,0.930167
EML,Mineral,2.32358
EML,Microbiota,1.24567
EML,Monomer,0.885096
EML,Materials science,0.93256
EML,Biomineralization,0.726466
EML,Metabolism,1.86328
EML,Microorganism,1.6536
EML,Iron(II) sulfide,1.13127
EML,Transmission electron microscopy,2.50212
EML,Species,6.41737
EML,Oxygen,0.903207
EML,Protein,1.24961
EML,Phosphate,1.72172
EML,Silver nanoparticle,0.527264
EML,Phylogenetics,0.840658
EML,PH,0.574531
EML,Sulfur cycle,1.46564
EML,Isotopes of uranium,0.33981
EML,Groundwater,4.09191
EML,Sulfur,0.743517
EML,X-ray absorption spectroscopy,2.19791
EML,Sulfur-reducing bacteria,2.83754
EML,Magnetite,1.38002
EML,Spectroscopy,0.655087
EML,Stem cell,0.794333
EML,Scanning electron microscope,1.91499
EML,Microbial consortium,0.860595
EML,Isotopic signature,0.989563
EML,Solution (chemistry),0.839127
EML,Sulfide,0.791353
EML,Electron donor,2.01043
EML,Electron acceptor,0.772989
EML,Clostridium,1.65066
EML,Uranium,11.7812
EML,Marine microorganisms,0.473004
EML,Cell membrane,0.846351
EML,Reducing atmosphere,0.660982
EML,Geochemical modeling,0.524666
EML,Hydrothermal vent,0.873926
EML,Absorption spectroscopy,0.602417
EML,Auger electron spectroscopy,0.364199
EML,Clay,0.99891
EML,Radioactive waste,1.32361
EML,Depleted uranium,3.30139
EML,Enriched uranium,0.428947
EML,Soil,2.18473
EML,Deep geological repository,3.67594
EML,Geochemistry,1.77564
EML,Biogeochemical cycle,3.07495
EML,Bacterial growth,0.711694
EML,Environmental remediation,0.510628
EML,Attenuation,1.13343
EML,Soil contamination,0.884578
EML,Gene,1.00292
EML,Bioremediation,6.65443
EML,Sedimentary rock,1.21131
EML,Scanning transmission X-ray microscopy,0.662649
EML,High-resolution transmission electron microscopy,0.34167
EML,Heavy metals,0.480259
EML,Aquifer,2.10204
EML,Biomass (ecology),0.510607
EML,Carbon cycle,1.1408
EML,Bacillus,1.00185
EML,Uranium-238,0.400609
EML,Reductionism,4.6845
EML,Anoxic waters,2.46473
EML,Spore,0.590585
EML,In situ bioremediation,0.499843
EML,Microbial metabolism,1.02612
EML,Paddy field,0.852765
EML,Microbiological culture,0.719114
EML,Proteomics,0.748214
EML,Solubility,1.13365
EML,Experiment,4.10965
EML,Groundwater recharge,0.612834
EML,Sediment,3.30385
EML,Fermentation,0.769368
EML,Isotope fractionation,0.99802
EML,Reactive oxygen species,0.93805
EML,Acid,0.683172
EML,Sediment transport,0.766656
EML,System,1.46992
EML,Sulfate,1.38883
EML,Bacillus subtilis,1.60804
EML,Double-slit experiment,0.429162
EML,Methylation,2.75098
EML,Arsenic,3.01684
EML,Bacteria,5.18321
EML,Electron transport chain,2.16628
EML,Ecosystem,1.15147
EML,Electron microscope,4.97661
EML,Organic matter,1.33789
EML,Soil organic matter,0.513489
EML,Sulfate-reducing microorganism,0.815723
EML,Hydrogen sulfide,0.675183
EML,Species,0.717718
EML,Groundwater,1.57809
EML,Sulfur-reducing bacteria,1.06837
EML,Reducing atmosphere,0.38271
EML,Deep geological repository,1.23682
EML,Biogeochemical cycle,1.01576
EML,Sulfate,0.540706
EML,Arsenic,0.854438
LCE,Volatile organic compound,1.1426
LCE,Reclaimed water,1.36354
LCE,Cell culture,0.80028
LCE,DNA sequencing,0.781716
LCE,Organic matter,3.96589
LCE,Soil organic matter,0.513589
LCE,Waste stabilization pond,0.793661
LCE,Persistent organic pollutant,1.07407
LCE,Heavy water,0.798723
LCE,Iron,2.15099
LCE,X-inactivation,1.49654
LCE,Aquatic plant,0.509032
LCE,Mutation rate,0.485567
LCE,Industrial wastewater treatment,0.708945
LCE,Sewage treatment,9.90714
LCE,Solar irradiance,0.789439
LCE,Lake Erie,0.396747
LCE,Groundwater remediation,0.945872
LCE,Heat transfer,0.671718
LCE,Sanitation,1.95123
LCE,Water resources,0.644943
LCE,Water content,0.676742
LCE,Environmentalism,0.539511
LCE,Lake,0.999405
LCE,Computer virus,0.366899
LCE,World population,0.864388
LCE,Measurement,0.841517
LCE,Antimicrobial resistance,1.4629
LCE,Virus,26.9932
LCE,Methicillin-resistant Staphylococcus aureus,0.407734
LCE,Mutation,1.89304
LCE,Aquatic ecosystem,2.73437
LCE,Drinking water,1.30548
LCE,Microorganism,1.62457
LCE,Water purification,2.95839
LCE,Pesticide resistance,0.303809
LCE,Wastewater,6.09279
LCE,Risk assessment,1.48163
LCE,Ozone,2.94467
LCE,Protein,0.851713
LCE,Water treatment,1.58305
LCE,PH,1.02944
LCE,Pollutant,0.629541
LCE,RNA virus,0.427572
LCE,Scientific method,0.974832
LCE,Manure,0.827195
LCE,Sunlight,3.55139
LCE,Mass spectrometry,1.13937
LCE,Technology,0.970132
LCE,Water quality,2.47719
LCE,Water pollution,0.908558
LCE,Environmental health,0.519076
LCE,Ultraviolet,1.11305
LCE,Water,3.60795
LCE,Pathogen,0.852179
LCE,Chemical kinetics,0.372714
LCE,Infection,2.1299
LCE,Fertilizer,2.17914
LCE,Urine,6.33452
LCE,Attenuation,0.761223
LCE,Bacteriophage,2.71014
LCE,Surface runoff,3.57886
LCE,Waterborne diseases,1.45864
LCE,Groundwater pollution,0.675931
LCE,Reuse of human excreta,0.711928
LCE,Chlorine dioxide,0.6425
LCE,Disinfectant,7.11537
LCE,Antiviral drug,0.780876
LCE,Humidity,1.24799
LCE,Natural environment,1.70484
LCE,Chlorine,1.35471
LCE,Wastewater treatment,1.23688
LCE,Experiment,1.07402
LCE,Electrical resistivity and conductivity,0.614334
LCE,Reactive oxygen species,0.870455
LCE,Human,0.954151
LCE,Pathogen transmission,0.618843
LCE,Tandem mass spectrometry,0.551625
LCE,Developing country,0.611405
LCE,Experimental evolution,1.61818
LCE,Health,0.895434
LCE,System,1.19624
LCE,Environmental degradation,0.70071
LCE,Bacteria,2.3732
LCE,Chemical substance,0.42523
CEAT,Urban planner,1.10975
CEAT,Global North and Global South,1.17912
CEAT,São Paulo,0.673231
CEAT,Urban planning,1.77874
CEAT,Public health,0.89473
CEAT,Natural environment,0.591172
CEAT,Health,0.703725
RIVER,Ecosystem service,0.43589
RIVER,Microbiota,0.41554
RIVER,Aquatic ecosystem,0.920768
RIVER,Climate change,2.24192
RIVER,Bacteria,0.458096
RIVER,Ecosystem,1.70448
LTE,Precipitation types,0.440082
LTE,Satellite imagery,0.504213
LTE,Hydrology,2.41101
LTE,Climatology,0.79511
LTE,Indian Ocean,0.33598
LTE,Numerical weather prediction,1.62241
LTE,Liquid crystal,0.410127
LTE,Water resources,1.1455
LTE,Antarctica,2.96923
LTE,Mediterranean Sea,4.33085
LTE,Rain,16.5565
LTE,Measurement,2.68148
LTE,Meteorology,0.736515
LTE,Microwave,1.59187
LTE,Weather station,1.5452
LTE,Southern Ocean,1.09956
LTE,Ground-level ozone,0.489839
LTE,Remote sensing,2.70761
LTE,Sensor,1.05121
LTE,Flash flood,1.81743
LTE,Radar,1.75248
LTE,Space,0.869344
LTE,Snow,3.02592
LTE,Precipitation,21.0311
LTE,Time,0.994369
LTE,Particle,1.37666
LTE,Water,1.03531
LTE,Weather,1.18252
LTE,Capability approach,0.359558
LTE,Atmospheric dispersion modeling,0.426176
LTE,Orographic lift,0.969484
LTE,Escape velocity,1.178
LTE,Polarization (physics),0.701507
LTE,Simulation,1.45882
LTE,Cloud seeding,0.99398
LTE,Climate variability and change,1.16947
LTE,Climate model,1.43488
LTE,Cloud,3.48271
LTE,Climate change,0.789119
LTE,Atmospheric model,0.655017
LTE,Swiss Alps,3.04314
LTE,Cloud condensation nuclei,1.2238
LTE,Aerosol,2.53233
LTE,Terrain,2.84132
LTE,Climate,1.92175
LTE,Weather radar,1.71162
LTE,Color temperature,0.442412
LTE,Weather forecasting,0.795148
LTE,Urban area,1.37053
LTE,Alps,0.985348
ECOL,Measurement,0.984886
LCE,Measurement,0.984886
UPHCE,Development studies,0.885297
UPHCE,Organic matter,1.3663
UPHCE,Geologic time scale,1.07781
UPHCE,Human rights,0.8168
UPHCE,Aluminium oxide,0.668787
UPHCE,Sulfate-reducing microorganism,0.43311
UPHCE,Iron,1.88257
UPHCE,Aquatic plant,0.935218
UPHCE,Sewage treatment,1.19252
UPHCE,Water resources,0.517988
UPHCE,Ligand,2.04985
UPHCE,Manganese,1.05318
UPHCE,Mineral,0.966658
UPHCE,Aquatic ecosystem,1.18554
UPHCE,Drinking water,1.63449
UPHCE,Nitrate,0.6756
UPHCE,Natural gas,0.433668
UPHCE,Oxygen,0.903207
UPHCE,Oxide,1.93547
UPHCE,Phase (matter),0.349778
UPHCE,Phosphate,2.11294
UPHCE,Water treatment,1.55012
UPHCE,PH,4.35538
UPHCE,Research,0.575802
UPHCE,Groundwater,3.40425
UPHCE,X-ray absorption spectroscopy,1.09426
UPHCE,Spectroscopy,0.66966
UPHCE,Precipitation,1.90284
UPHCE,Catalytic converter,0.537884
UPHCE,Water quality,1.11176
UPHCE,Infiltration (hydrology),0.880953
UPHCE,Uranium,0.893452
UPHCE,Great Oxidation Event,0.39195
UPHCE,Reservoir,1.89588
UPHCE,Water,1.59259
UPHCE,Website,0.3268
UPHCE,X-ray crystallography,0.342892
UPHCE,Suspension (chemistry),0.424809
UPHCE,Chemical kinetics,0.663772
UPHCE,Absorption spectroscopy,0.569339
UPHCE,Soil,2.998
UPHCE,Oxidation state,1.85453
UPHCE,Geochemistry,1.23576
UPHCE,Attenuation,0.715277
UPHCE,Gel,0.826239
UPHCE,American Chemical Society,2.09093
UPHCE,Surface runoff,0.56246
UPHCE,Sedimentary rock,0.950831
UPHCE,Aquifer,0.864102
UPHCE,Anoxic waters,1.73807
UPHCE,Catalysis,0.602049
UPHCE,Solubility,2.14284
UPHCE,Experiment,4.20926
UPHCE,Sediment,6.90556
UPHCE,Chemical reaction,1.71354
UPHCE,Redox,1.11422
UPHCE,Water supply,0.933157
UPHCE,Weathering,1.40683
UPHCE,Coordination complex,0.38607
UPHCE,Sediment transport,1.96376
UPHCE,System,1.01112
UPHCE,Arsenic,10.4233
UPHCE,Bacteria,1.18818
UPHCE,Electron transport chain,0.753506
ECHO,Wetland,1.95176
ECHO,Human evolution,0.857314
ECHO,Resource,1.37923
ECHO,Natural resource management,0.639674
ECHO,Community (ecology),1.56624
ECHO,Fractal,4.83828
ECHO,Spatial heterogeneity,0.893873
ECHO,Morphology (biology),0.791537
ECHO,Fluid dynamics,3.39714
ECHO,Analysis,1.71727
ECHO,Wildlife corridor,2.92559
ECHO,Game theory,0.442267
ECHO,Local extinction,2.27952
ECHO,Climate change denial,1.69412
ECHO,Saltwater intrusion,0.808583
ECHO,Habitat fragmentation,1.29847
ECHO,Metapopulation,5.01332
ECHO,Population density,1.54376
ECHO,Geologic time scale,2.52689
ECHO,Hydrology,21.6471
ECHO,Landscape painting,0.541153
ECHO,Stochastic differential equation,0.788
ECHO,Human rights,1.9399
ECHO,Differential equation,0.819863
ECHO,Alkalinity,0.924475
ECHO,Heterogeneous catalysis,0.996573
ECHO,Heavy water,3.40709
ECHO,Emergency management,1.00778
ECHO,Nonlinear system,1.08557
ECHO,Riparian buffer,0.97035
ECHO,Numerical weather prediction,0.701551
ECHO,Habitat,4.4348
ECHO,Species richness,2.13755
ECHO,Dissipation,1.94501
ECHO,Abiotic component,1.1126
ECHO,Seed dispersal,1.74818
ECHO,Paper,1.89241
ECHO,Marsh,0.779199
ECHO,Habitat destruction,1.49544
ECHO,Spatial network,0.767833
ECHO,Human impact on the environment,0.552474
ECHO,Elevation,3.95033
ECHO,Lead,0.84953
ECHO,Finite element method,0.763525
ECHO,Heat transfer,0.754917
ECHO,Sanitation,1.7036
ECHO,Ecosystem service,1.84459
ECHO,Transport,6.48954
ECHO,Water resources,2.35082
ECHO,Stream,3.67483
ECHO,River,2.62832
ECHO,Soil moisture sensor,0.898099
ECHO,Metacommunity,4.00635
ECHO,Law,1.15913
ECHO,Transpiration,1.58249
ECHO,Fluvial terrace,0.539064
ECHO,Information,1.91046
ECHO,Rain,4.59067
ECHO,Measurement,1.7265
ECHO,Drainage basin,12.035
ECHO,Mississippi River,0.97807
ECHO,Theoretical physics,0.900598
ECHO,Organism,2.2871
ECHO,Aquatic ecosystem,5.35391
ECHO,Water cycle,1.77403
ECHO,Endangered species,0.849876
ECHO,Metabolism,1.87823
ECHO,Microorganism,1.1652
ECHO,Landscape,7.81588
ECHO,Mathematical model,5.23934
ECHO,Temperature,2.43278
ECHO,Sea level rise,2.79051
ECHO,Climate change mitigation,0.471996
ECHO,Normal distribution,4.47696
ECHO,Spatial ecology,1.322
ECHO,Numerical analysis,1.47213
ECHO,Vegetation,7.34479
ECHO,Species,8.30685
ECHO,Nature,2.3096
ECHO,Natural gas,0.582978
ECHO,Relative species abundance,1.94051
ECHO,Observation,1.2831
ECHO,Remote sensing,3.48908
ECHO,Probability,1.14686
ECHO,Poisson distribution,0.791763
ECHO,Environmental issues,0.533666
ECHO,Plant community,1.32564
