id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.orcidWorkCode,ethz.identifier.pubmed,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isCompiledBy,ethz.relation.isReferencedBy,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.version.deposit,ethz.version.edition
"237757","20.500.11850/3","Kretschmer, Matthias||Croll, Daniel||Kronstad, James W.",,,"2018-06-06T12:21:55Z","2017-06-12T16:45:10Z||2017-08-07T15:55:23Z||2018-06-06T12:21:55Z","2017-12","2016-11-14",,,,,"1464-6722||1364-3703",,"10.1111/mpp.12486","http://hdl.handle.net/20.500.11850/123229","en","Wiley-Blackwell",,,"Maize||RNA-Seq||Smut||Starch||Transcription factor||Zea mays","Maize susceptibility to Ustilago maydis is influenced by genetic and chemical perturbation of carbohydrate allocation","Journal Article","Metadata only",,,"2017-06-12T16:45:38Z",,"pub:185610",,"yes",,,,,,,,,,"imp593654e8e34d449968",,,,"85006354967",,"000414766900004","Mol. plant pathol.","9","Molecular Plant Pathology","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","03516","03516",,"1237","1222","Oxford","published",,,,"true","2018-06-06T12:21:58Z","2018-11-07T11:20:40Z","true",,"ECIT",,
"211866","20.500.11850/14","Rellstab, Christian||Fischer, Martin C.||Csencsics, Daniela||Gugerli, Felix||Holderegger, Rolf","Csencsics, Daniela||Gugerli, Felix",,"2018-01-19T13:58:12Z","2017-11-29T13:45:05Z||2018-01-16T08:09:13Z||2018-01-19T13:58:12Z","2017-11-28",,"Wie gut sind Populationen, die durch Klimawandel und Habitatverluste gefährdet sind, an ihre heutigen und zukünftigen Umweltbedingungen angepasst? Welche Quellpopulationen eignen sich am ehesten für Wiederansiedlungen, damit sich gut angepasste Populationen im Zielhabitat entwickeln können? Bisher gaben bestenfalls ökologische Kriterien Hinweise, um solche Fragen zu klären. Inzwischen können neue genetische Labormethoden das Erbgut zu einem grossen Teil oder vollständig charakterisieren. Dank dieser Methoden ist es heute möglich, die anpassungsrelevante genetische Vielfalt abzuschätzen und zu untersuchen, welche Umweltfaktoren und Gene bei der lokalen Anpassung eine Rolle spielen. Damit lässt sich aussagen, welche Individuen oder Populationen am Untersuchungsoder Zielort potenziell am besten angepasst sind.","application/pdf","10.3929/ethz-b-000215228",,"2296-3448||2296-3456",,,"http://hdl.handle.net/20.500.11850/215228","de","WSL Birmensdorf","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Bedeutung der lokalen Anpassung in der Naturschutzgenetik","Book Chapter","Open access","Forum für Wissen 2017: Naturschutzgenetik",,"2017-11-29T13:45:06Z",,,,"yes",,,,,,,,,,,,,,,,,"WSL-Ber.",,"WSL Berichte","60","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706",,"37","31","Birmensdorf, Switzerland","published",,,,,"2018-01-19T13:58:15Z","2023-02-06T15:06:10Z","true",,"FORM","publishedVersion",
"257286","20.500.11850/3","Yu, Yuen-Tsu N.||Cooper, Elizabeth||Velicer, Gregory J.",,,"2018-10-11T14:40:12Z","2018-01-24T14:17:07Z||2018-01-24T14:43:37Z||2017-12-05T05:44:53Z||2017-12-11T13:49:16Z||2018-01-24T14:44:12Z||2018-10-11T14:40:12Z","2017-11-13",,"The small RNA (sRNA) Pxr negatively controls multicellular fruiting body formation in the bacterium Myxococcus xanthus, inhibiting the transition from growth to development when nutrients are abundant. Like many other prokaryotic sRNAs, Pxr is predicted to fold into three stem loops (SL1-SL3). SL1 and SL2 are highly conserved across the myxobacteria, whereas SL3 is much more variable. SL1 is necessary for the regulatory function of Pxr but the importance of SL3 in this regard is unknown. To test for cis genetic elements required for Pxr function, we deleted the entire pxr gene from a developmentally defective strain that fails to remove Pxr-mediated blockage of development and reintroduced variably truncated fragments of the pxr region to test for their ability to block development. These truncations demonstrated that SL3 is necessary for Pxr function in the defective strain. We further show that a highly conserved eight-base-pair segment of SL3 is not only necessary for Pxr to block development in the defective strain under starvation conditions, but is also required for Pxr to prevent fruiting body development by a developmentally proficient wild-type strain under high-nutrient conditions. This conserved segment of SL3 is also necessary for detectable levels of Pxr to accumulate, suggesting that this segment either stabilizes Pxr against premature degradation during vegetative growth or positively regulates its transcription.","application/pdf","10.3929/ethz-b-000234976",,"2045-2322","http://hdl.handle.net/20.500.11850/217108||http://hdl.handle.net/20.500.11850/233771","10.1038/s41598-017-15439-w","http://hdl.handle.net/20.500.11850/234976","en","Nature Publishing Group","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"A conserved stem of the Myxococcus xanthus sRNA Pxr controls sRNA accumulation and multicellular development","Journal Article","Open access",,,"2017-12-05T05:45:03Z",,,,"yes",,,,,,,,,,,,,,"85034229459",,"000415022900047","Sci Rep","1","Scientific Reports","7","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","03939||03584","03939",,,"15411","London","published",,,,,"2018-01-26T07:29:24Z","2021-02-15T02:03:31Z","true","9 p.","FORM||SCOPUS","publishedVersion",
"217295","20.500.11850/3","Carraro, Luca||Bertuzzo, Enrico||Mari, Lorenzo||Fontes, Inês||Hartikainen, Hanna||Strepparava, Nicole||Schmidt-Posthaus, Heike||Wahli, Thomas||Jokela, Jukka||Gatto, Marino||Rinaldo, Andrea",,,"2018-01-30T16:21:41Z","2017-11-22T08:54:17Z||2017-12-22T13:58:12Z||2018-01-30T16:21:41Z||2018-01-23T13:38:50Z||2018-01-30T16:20:58Z","2017-11-07","2017-10-23","Proliferative kidney disease (PKD) is a major threat to wild and farmed salmonid populations because of its lethal effect at high water temperatures. Its causative agent, the myxozoan Tetracapsuloides bryosalmonae, has a complex lifecycle exploiting freshwater bryozoans as primary hosts and salmonids as secondary hosts. We carried out an integrated study of PKD in a prealpine Swiss river (the Wigger). During a 3-year period, data on fish abundance, disease prevalence, concentration of primary hosts’ DNA in environmental samples [environmental DNA (eDNA)], hydrological variables, and water temperatures gathered at various locations within the catchment were integrated into a newly developed metacommunity model, which includes ecological and epidemiological dynamics of fish and bryozoans, connectivity effects, and hydrothermal drivers. Infection dynamics were captured well by the epidemiological model, especially with regard to the spatial prevalence patterns. PKD prevalence in the sampled sites for both young-of-the-year (YOY) and adult brown trout attained 100% at the end of summer, while seasonal population decay was higher in YOY than in adults. We introduce a method based on decay distance of eDNA signal predicting local species’ density, accounting for variation in environmental drivers (such as morphology and geology). The model provides a whole-network overview of the disease prevalence. In this study, we show how spatial and environmental characteristics of river networks can be used to study epidemiology and disease dynamics of waterborne diseases.","application/pdf","10.3929/ethz-b-000211927",,"0027-8424||1091-6490","http://hdl.handle.net/20.500.11850/211927||http://hdl.handle.net/20.500.11850/233106","10.1073/pnas.1713691114","http://hdl.handle.net/20.500.11850/238051","en","National Academy of Sciences","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","waterborne epidemic||Metacommunity framework||eDNA||climate change||parasite–host interactions","Integrated field, laboratory, and theoretical study of PKD spread in a Swiss prealpine river","Journal Article","Open access",,,"2017-11-22T08:54:21Z",,,,"yes",,,,,,,,,,,,,,"85033447346",,"000414631200075","Proc Natl Acad Sci U S A","45","Proceedings of the National Academy of Sciences of the United States of America","114","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"11997","11992","Washington, DC","published",,,,,"2018-02-01T12:45:00Z","2022-03-28T19:05:09Z","true",,"SCOPUS||BATCH","publishedVersion",
"199042","20.500.11850/3","Gessler, Arthur||Bugmann, Harald||Bigler, Christof||Edwards, Peter||della Guistina, Christina||Kueffer, Christoph||Roy, Jacques||Resco de Dios, Victor",,,"2017-11-30T07:57:50Z","2017-11-29T14:38:11Z||2017-11-30T07:57:50Z","2017-11-03",,,,,,,,"10.1126/science.358.6363.680-b","http://hdl.handle.net/20.500.11850/215307","en","AAAS",,,,"Light as a source of information in ecosystems","Journal Article","Metadata only","",,"2017-11-29T14:38:12Z",,,,"yes",,,,,,,,,,,,,,,,,,"6363","Changing perspectives on daylight: Science, technology, and culture","358","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535||03706","03535",,"15","9","Washington, DC","published",,,,"true","2017-11-30T07:57:54Z","2020-02-15T09:55:52Z","true",,"FORM",,
"204589","20.500.11850/3","Hartmann, Fanny E.||Croll, Daniel",,,"2017-12-19T14:16:38Z","2017-12-12T05:36:23Z||2017-12-19T14:16:38Z","2017-11","2017-07-21","Differences in gene content are a significant source of variability within species and have an impact on phenotypic traits. However, little is known about the mechanisms responsible for the most recent gene gains and losses. We screened the genomes of 123 worldwide isolates of the major pathogen of wheat Zymoseptoria tritici for robust evidence of gene copy number variation. Based on orthology relationships in three closely related fungi, we identified 599 gene gains and 1,024 gene losses that have not yet reached fixation within the focal species. Our analyses of gene gains and losses segregating in populations showed that gene copy number variation arose preferentially in subtelomeres and in proximity to transposable elements. Recently lost genes were enriched in virulence factors and secondary metabolite gene clusters. In contrast, recently gained genes encoded mostly secreted protein lacking a conserved domain. We analyzed the frequency spectrum at loci segregating a gene presence–absence polymorphism in four worldwide populations. Recent gene losses showed a significant excess in low-frequency variants compared with genome-wide single nucleotide polymorphism, which is indicative of strong negative selection against gene losses. Recent gene gains were either under weak negative selection or neutral. We found evidence for strong divergent selection among populations at individual loci segregating a gene presence–absence polymorphism. Hence, gene gains and losses likely contributed to local adaptation. Our study shows that microbial eukaryotes harbor extensive copy number variation within populations and that functional differences among recently gained and lost genes led to distinct evolutionary trajectories.","application/pdf","10.3929/ethz-b-000220077",,"0737-4038||1537-1719",,"10.1093/molbev/msx208","http://hdl.handle.net/20.500.11850/220077","en","Oxford University Press","Creative Commons Attribution-NonCommercial 4.0 International","http://creativecommons.org/licenses/by-nc/4.0/","copy number variation||evolutionary genomics||fungi","Distinct Trajectories of Massive Recent Gene Gains and Losses in Populations of a Microbial Eukaryotic Pathogen","Journal Article","Open access",,,"2017-12-12T05:36:45Z",,,,"yes",,,,,,,,,,,,,,,,"000416178700006","Mol Biol Evol","11","Molecular Biology and Evolution","34","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","03516","03516",,"2822","2808","Oxford","published",,,,,"2017-12-19T14:16:42Z","2021-02-14T21:28:27Z","true",,"WOS","publishedVersion",
"217289","20.500.11850/3","Salo, Tiina||Stamm, Christian||Burdon, Francis J.||Räsänen, Katja||Seppälä, Otto",,,"2018-01-30T16:07:46Z","2017-10-24T02:26:12Z||2017-12-04T11:19:07Z||2018-01-30T16:07:46Z||2018-01-23T13:40:27Z||2018-01-30T16:06:31Z","2017-11","2017-09-14",,,,,"0046-5070||1365-2427","http://hdl.handle.net/20.500.11850/233133||http://hdl.handle.net/20.500.11850/199497","10.1111/fwb.12999","http://hdl.handle.net/20.500.11850/238042","en","Wiley-Blackwell",,,"Chemical pollution||immune defence||Multiple stressors||recovery||reproduction","Resilience to heat waves in the aquatic snail Lymnaea stagnalis: Additive and interactive effects with micropollutants","Journal Article","Metadata only",,,"2017-10-24T02:26:14Z",,,,"yes",,,,,,,,,,,,,,"85031498480",,"000412992700003","Freshw. biol.","11","Freshwater Biology","62","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02160 - Dep. Materialwissenschaft / Dep. of Materials::03986 - Gambardella, Pietro / Gambardella, Pietro||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02160 - Dep. Materialwissenschaft / Dep. of Materials::03986 - Gambardella, Pietro / Gambardella, Pietro||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03986||03705","03986||03705",,"1846","1831","Oxford","published",,,,,"2018-02-01T12:32:41Z","2021-02-14T22:10:55Z","true",,"SCOPUS||BATCH",,
"199064","20.500.11850/3","Ali, Barkat||Sohail, Younas||Mumtaz, Abdul Samad||Berndt, Reinhard",,,"2017-11-30T08:21:35Z","2017-11-30T08:03:55Z||2017-11-30T08:21:35Z||2017-11-22T08:59:36Z","2017-11",,,,,,"0029-5035||2363-7188","http://hdl.handle.net/20.500.11850/211957||http://hdl.handle.net/20.500.11850/215465","10.1127/nova_hedwigia/2017/0418","http://hdl.handle.net/20.500.11850/215490","en","Cramer",,,"UREDINALES (MYCOLOGY)||Phragmidiaceae||Phragmotelium||Pucciniales||taxonomy","Phragmidium punjabense, a new species of rust fungus on Rosa brunonii in the outer Himalayan ranges of Murree, Pakistan","Journal Article","Metadata only",,,"2017-11-22T08:59:50Z",,,,"yes",,,,,,,,,,,,,,"85032968365",,"000416200000008","Nova Hedwig.","3-4","Nova Hedwigia","105","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander::08670 - Gruppe Biosystematik und Sammlungen||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander::08670 - Gruppe Biosystematik und Sammlungen","08670||03706","03706||08670",,"396","385","Berlin","published",,,,,"2017-11-30T08:25:31Z","2018-12-02T08:25:48Z","true",,"FORM",,
"199084","20.500.11850/3","Berndt, Reinhard",,,"2017-11-30T08:56:59Z","2017-11-30T08:13:58Z||2017-11-30T08:54:21Z||2017-11-22T08:57:43Z||2017-11-30T08:56:59Z","2017-11","2017-07-14",,,,,"0029-5035||2363-7188","http://hdl.handle.net/20.500.11850/215474||http://hdl.handle.net/20.500.11850/211944","10.1127/nova_hedwigia/2017/0430","http://hdl.handle.net/20.500.11850/215521","en","Cramer",,,"UREDINALES (MYCOLOGY)||Ceratocoma||intercalary cell||Pucciniales||Pucciniosireae||ostiolar paraphyses","Studies of Cionothrix (Uredinales): emendation, telial morphology and description of a new species","Journal Article","Metadata only",,,"2017-11-22T08:57:49Z",,,,"yes",,,,,,,,,,,,,,"85032929635",,"000416200000016","Nova Hedwig.","3-4","Nova Hedwigia","105","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander::08670 - Gruppe Biosystematik und Sammlungen||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander::08670 - Gruppe Biosystematik und Sammlungen","08670||03706","03706||08670",,"518","511","Berlin","published",,,,,"2017-11-30T08:57:02Z","2018-12-02T08:25:57Z","true",,"FORM||SCOPUS",,
"211961","20.500.11850/3","Lindtke, Dorothea||Lucek, Kay||Soria-Carrasco, Víctor||Villoutreix, Romain||Farkas, Timothy E.||Riesch, Rüdiger||Dennis, Stuart R.||Gompert, Zach||Nosil, Patrik",,,"2018-01-19T15:29:09Z","2018-01-18T13:00:28Z||2018-01-19T15:29:09Z","2017-11","2017-09-11",,,,,"0962-1083||1365-294X",,"10.1111/mec.14280","http://hdl.handle.net/20.500.11850/230791","en","Wiley-Blackwell",,,"adaptation||chromosomal inversion||colour polymorphism||divergence||gene flow||heterozygote advantage","Long-term balancing selection on chromosomal variants associated with crypsis in a stick insect","Journal Article","Metadata only",,,"2018-01-18T13:00:28Z",,,,"yes",,,,,,,,,,,,,,,,,"Mol Ecol","22","Molecular Ecology","26","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"6205","6189","Oxford","published",,,,,"2018-01-19T15:29:12Z","2018-01-19T15:29:12Z","true",,"BATCH",,
"210485","20.500.11850/3","Escudero, Viviana||Jordá, Lucía||Sopeña-Torres, Sara||Mélida, Hugo||Miedes, Eva||Muñoz-Barrios, Antonio||Swami, Sanjay||Alexander, Danny||McKee, Lauren S.||Sánchez-Vallet, Andrea||Bulone, Vincent||Jones, Alan M.||Molina, Antonio",,,"2018-01-17T09:48:29Z","2017-10-22T02:24:21Z||2017-11-29T13:37:16Z||2018-01-17T09:48:29Z","2017-11","2017-09-15","Arabidopsis heterotrimeric G-protein complex modulates pathogen-associated molecular pattern-triggered immunity (PTI) and disease resistance responses to different types of pathogens. It also plays a role in plant cell wall integrity as mutants impaired in the Gβ- (agb1-2) or Gγ-subunits have an altered wall composition compared with wild-type plants. Here we performed a mutant screen to identify suppressors of agb1-2 (sgb) that restore susceptibility to pathogens to wild-type levels. Out of the four sgb mutants (sgb10–sgb13) identified, sgb11 is a new mutant allele of ESKIMO1 (ESK1), which encodes a plant-specific polysaccharide O-acetyltransferase involved in xylan acetylation. Null alleles (sgb11/esk1-7) of ESK1 restore to wild-type levels the enhanced susceptibility of agb1-2 to the necrotrophic fungus Plectosphaerella cucumerina BMM (PcBMM), but not to the bacterium Pseudomonas syringae pv. tomato DC3000 or to the oomycete Hyaloperonospora arabidopsidis. The enhanced resistance to PcBMM of the agb1-2 esk1-7 double mutant was not the result of the re-activation of deficient PTI responses in agb1-2. Alteration of cell wall xylan acetylation caused by ESK1 impairment was accompanied by an enhanced accumulation of abscisic acid, the constitutive expression of genes encoding antibiotic peptides and enzymes involved in the biosynthesis of tryptophan-derived metabolites, and the accumulation of disease resistance-related secondary metabolites and different osmolites. These esk1-mediated responses counterbalance the defective PTI and PcBMM susceptibility of agb1-2 plants, and explain the enhanced drought resistance of esk1 plants. These results suggest that a deficient PTI-mediated resistance is partially compensated by the activation of specific cell-wall-triggered immune responses.","application/pdf","10.3929/ethz-b-000199095",,"0960-7412||1365-313X",,"10.1111/tpj.13660","http://hdl.handle.net/20.500.11850/199095","en","Wiley-Blackwell","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","heterotrimeric G-protein||AGB1||agb1-2||plant cell wall||Xylan||necrotrophic fungi||Immunity||pathogen-associated molecular pattern||Plectosphaerella cucumerina||Arabidopsis thaliana","Alteration of cell wall xylan acetylation triggers defense responses that counterbalance the immune deficiencies of plants impaired in the β-subunit of the heterotrimeric G-protein","Journal Article","Open access",,,"2017-10-22T02:24:28Z",,,,"yes",,,,,,,,,,,,,,"85029405800",,"000412932100005","Plant j.","3","The Plant Journal","92","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","03516","03516",,"399","386","Oxford","published",,,,,"2017-11-29T13:37:27Z","2022-03-28T18:54:42Z","true",,"SCOPUS","publishedVersion",
