id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.orcidWorkCode,ethz.identifier.pubmed,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.isCitedBy,ethz.relation.isIdenticalTo,ethz.relation.isSupplementedBy,ethz.relation.isVariantFormOf,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"319515","20.500.11850/3","Guggisberg, Alessia||Liu, Xuanyu||Suter, Léonie||Mansion, Guilhem||Fischer, Martin C.||Fior, Simone||Roumet, Marie||Kretzschmar, Ruben||Koch, Marcus A.||Widmer, Alex",,,"2019-11-18T14:27:21Z","2018-12-20T08:38:25Z||2018-12-20T09:25:49Z||2019-01-03T11:43:11Z||2019-01-03T11:54:07Z||2019-01-09T14:39:00Z||2019-11-18T14:27:21Z","2018-12","2018-11-09",,"application/pdf","10.3929/ethz-b-000312391",,"0962-1083||1365-294X",,"10.1111/mec.14930","http://hdl.handle.net/20.500.11850/312391","en","Wiley-Blackwell","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"The genomic basis of adaptation to calcareous and siliceous soils in Arabidopsis lyrata","Journal Article","Open access",,,"2018-12-20T08:38:29Z","2019-11-09",,"yes",,,,,,,,,,,,,,"85058191201",,"000454600500010","Mol Ecol","24","Molecular Ecology","27","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","03706||03541","03706||03541",,"5103","5088","Oxford","published",,,,,,,,"2018-12-20T09:25:56Z","2023-02-06T17:51:38Z","true","30 p. accepted version","FORM",,"acceptedVersion"
"270827","20.500.11850/3","McDougall, Keith L.||Lembrechts, Jonas J.||Rew, Lisa J.||Haider, Sylvia||Cavieres, Lohengrin A.||Kueffer, Christoph||Milbau, Ann||Naylor, Bridgett J.||Nuñez, Martin A.||Pauchard, Aníbal||Seipel, Tim||Speziale, Karina L.||Wright, Genevieve T.||Alexander, Jake M.",,,"2018-12-20T17:04:11Z","2018-07-06T16:06:58Z||2018-07-09T07:48:19Z||2018-09-28T09:28:54Z||2018-11-01T16:41:12Z||2018-12-20T17:04:11Z","2018-12","2018-06-27",,,,,"1387-3547||1573-1464",,"10.1007/s10530-018-1787-z","http://hdl.handle.net/20.500.11850/274380","en","Springer",,,"Biotic resistance||Elevation gradient||Management||Primary invasion||Secondary invasion||Traits","Running off the road: roadside non-native plants invading mountain vegetation","Journal Article","Metadata only",,,"2018-07-06T16:07:05Z",,,"yes",,,,,,,,,,,,,,"85049080634",,"000452266200008",,"12","Biological Invasions","20","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander",,"03706",,,"3473","3461","Dordrecht","published",,,,,,,"true","2018-12-20T17:04:23Z","2022-03-28T21:59:24Z","true",,"SCOPUS",,
"267223","20.500.11850/3","Smith, Jeffrey R.||Letten, Andrew D.||Ke, Po-Ju||Anderson, Christopher B.||Hendershot, J.N.||Dhami, Manpreet K.||Dlott, Glade A.||Grainger, Tess N.||Howard, Meghan E.||Morrison, Beth M.L.||Routh, Devin||San Juan, Priscilla A.||Mooney, Harold A.||Mordecai, Erin A.||Crowther, Thomas W.||Daily, Gretchen C.",,,"2018-12-03T13:57:08Z","2018-12-02T05:33:02Z||2018-12-03T13:57:08Z","2018-12","2018-11-05",,,,,"2397-334X",,"10.1038/s41559-018-0709-x","http://hdl.handle.net/20.500.11850/307968","en","Nature Publication Group",,,,"A global test of ecoregions","Journal Article","Metadata only",,,"2018-12-02T05:33:02Z",,,"yes",,,,,,,,,,,,,,"85056208760",,"000450904100016","Nat Ecol Evol","12","Nature Ecology & Evolution","2","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","09625||03909","09625||03909",,"1896","1889","London","published",,,,,,,"true","2018-12-03T13:57:13Z","2022-03-28T21:51:52Z","true",,"SCOPUS",,
"285102","20.500.11850/3","Denk, Thomas||Zohner, Constantin||Grimm, Guido W.||Renner, Susanne S.",,,"2019-03-12T13:05:10Z","2018-11-19T15:25:44Z||2018-11-21T10:50:56Z||2018-12-11T10:14:47Z||2019-03-12T13:05:10Z","2018-12","2018-10-29",,,,,"2397-334X",,"10.1038/s41559-018-0695-z","http://hdl.handle.net/20.500.11850/304656","en","Nature",,,"Ecology||Evolution||Plant sciences","Plant fossils reveal major biomes occupied by the late Miocene Old-World Pikermian fauna","Journal Article","Metadata only",,,"2018-11-19T15:25:53Z",,,"yes",,,,,,,,,,,,,,"85055968639",,"000450904100013","Nat Ecol Evol",,"Nature Ecology & Evolution","2","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology",,"02720",,,"1870","1864","London","published",,,,,,,"true","2019-03-12T13:05:15Z","2022-03-28T22:31:09Z","true",,"FORM",,
"268501","20.500.11850/10","Fischer, Martin C.",,,"2018-12-11T08:24:52Z","2018-12-04T08:44:14Z||2018-12-06T11:36:10Z||2018-12-06T12:13:47Z||2018-12-06T12:20:55Z||2018-12-11T08:24:52Z","2018-11-27",,,,,,,,,"http://hdl.handle.net/20.500.11850/308437","en",,,,,"Evolutionary genomics in the Silene acaulis species complex","Other Conference Item","Metadata only",,,"2018-12-04T08:44:16Z",,,"yes","Speciation Meeting, IST Austria","November 26-27, 2018","Vienna, Austria",,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706","Conference lecture on 27 November 2018.",,,,"unpublished",,,,,,,,"2018-12-06T11:36:29Z","2023-02-06T16:41:39Z","true",,"FORM",,
"274302","20.500.11850/3","Carraro, Luca||Hartikainen, Hanna||Jokela, Jukka||Bertuzzo, Enrico||Rinaldo, Andrea",,,"2019-01-17T09:55:39Z","2019-01-17T09:55:39Z","2018-11-13","2018-10-29","All organisms leave traces of DNA in their environment. This environmental DNA (eDNA) is often used to track occurrence patterns of target species. Applications are especially promising in rivers, where eDNA can integrate information about populations upstream. The dispersion of eDNA in rivers is modulated by complex processes of transport and decay through the dendritic river network, and we currently lack a method to extract quantitative information about the location and density of populations contributing to the eDNA signal. Here, we present a general framework to reconstruct the upstream distribution and abundance of a target species across a river network, based on observed eDNA concentrations and hydro-geomorphological features of the network. The model captures well the catchment-wide spatial biomass distribution of two target species: a sessile invertebrate (the bryozoan Fredericella sultana) and its parasite (the myxozoan Tetracapsuloides bryosalmonae). Our method is designed to easily integrate general biological and hydrological data and to enable spatially explicit estimates of the distribution of sessile and mobile species in fluvial ecosystems based on eDNA sampling.","application/pdf","10.3929/ethz-b-000307544",,"0027-8424||1091-6490","http://hdl.handle.net/20.500.11850/307544||http://hdl.handle.net/20.500.11850/316049","10.1073/pnas.1813843115","http://hdl.handle.net/20.500.11850/316663","en","National Academy of Sciences","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Species distribution model||Ecohydrology||Proliferative kidney disease","Estimating species distribution and abundance in river networks using environmental DNA","Journal Article","Open access",,,"2018-11-30T05:37:15Z",,,"yes",,,,,,,,,,,,,,"85056520016",,,"Proc Natl Acad Sci U S A","46","Proceedings of the National Academy of Sciences of the United States of America","115","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"11729","11724","Washington, DC","published",,,,,,,,"2019-01-17T09:55:52Z","2022-03-28T22:04:58Z","true",,"SCOPUS||BATCH",,"publishedVersion"
"274365","20.500.11850/3","Tamminen, Manu||Betz, Alexander||Pereira, Aaron L.||Thali, Marco||Matthews, Blake||Suter, Marc J.-F.||Narwani, Anita",,,"2019-01-17T11:15:48Z","2019-01-15T15:42:07Z||2019-01-17T11:15:48Z","2018-11-07",,"Resource limitation is a major driver of the ecological and evolutionary dynamics of organisms. Short-term responses to resource limitation include plastic changes in molecular phenotypes including protein expression. Yet little is known about the evolution of the molecular phenotype under longer-term resource limitation. Here, we combine experimental evolution of the green alga Chlamydomonas reinhardtii under multiple different non-substitutable resource limitation regimes with proteomic measurements to investigate evolutionary adaptation of the molecular phenotype. We demonstrate convergent proteomic evolution of core metabolic functions, including the Calvin-Benson cycle and gluconeogenesis, across different resource limitation environments. We do not observe proteomic changes consistent with optimized uptake of particular limiting resources. Instead, we report that adaptation proceeds in similar directions under different types of non-substitutable resource limitation. This largely convergent evolution of the expression of core metabolic proteins is associated with an improvement in the resource assimilation efficiency of nitrogen and phosphorus into biomass.","application/pdf","10.3929/ethz-b-000316078",,"2041-1723",,"10.1038/s41467-018-07106-z","http://hdl.handle.net/20.500.11850/316078","en","Nature Publishing Group","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Evolutionary genetics||Experimental evolution||Metabolism","Proteome evolution under non-substitutable resource limitation","Journal Article","Open access",,,"2019-01-15T15:42:08Z",,,"yes",,,,,,,,,,,,,,,,,"Nat Commun",,"Nature Communications","9","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,,"4650","London","published",,,,,,,,"2019-01-17T11:16:04Z","2022-03-28T22:05:03Z","true","10 p.","BATCH",,"publishedVersion"
"257419","20.500.11850/4","Renner, Susanne S.||Zohner, Constantin M.",,,"2018-10-12T08:48:07Z","2018-10-11T12:23:04Z||2018-10-12T08:48:07Z","2018-11-02","2018-08-01",,,,,"1543-592X",,"10.1146/annurev-ecolsys-110617-062535","http://hdl.handle.net/20.500.11850/294697","en","Annual Reviews",,,"Climate warming||Birds||Plant–insect interactions||Plasticity||Loss of synchrony||Photoperiod||Temperature","Climate Change and Phenological Mismatch in Trophic Interactions Among Plants, Insects, and Vertebrates","Review Article","Metadata only",,,"2018-10-11T12:23:05Z",,,"yes",,,,,,,,,,,,,,"85055620411",,"000450612900008",,"1","Annual review of ecology, evolution, and systematics","49","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","00012||09625||09625","09625||09625",,"182","165","Palo Alto, CA","published",,,,,,,,"2018-10-12T08:48:18Z","2020-02-15T15:23:14Z","true",,"FORM",,
"274501","20.500.11850/3","Vorburger, Christoph||Perlman, Steve J.",,,"2019-01-17T14:39:49Z","2019-01-17T14:39:49Z","2018-11","2018-04-16","Understanding the coevolution of hosts and parasites is a long‐standing goal of evolutionary biology. There is a well‐developed theoretical framework to describe the evolution of host–parasite interactions under the assumption of direct, two‐species interactions, which can result in arms race dynamics or sustained genotype fluctuations driven by negative frequency dependence (Red Queen dynamics). However, many hosts rely on symbionts for defence against parasites. Whilst the ubiquity of defensive symbionts and their potential importance for disease control are increasingly recognized, there is still a gap in our understanding of how symbionts mediate or possibly take part in host–parasite coevolution. Herein we address this question by synthesizing information already available from theoretical and empirical studies. First, we briefly introduce current hypotheses on how defensive mutualisms evolved from more parasitic relationships and highlight exciting new experimental evidence showing that this can occur very rapidly. We go on to show that defensive symbionts influence virtually all important determinants of coevolutionary dynamics, namely the variation in host resistance available to selection by parasites, the specificity of host resistance, and the trade‐off structure between host resistance and other components of fitness. In light of these findings, we turn to the limited theory and experiments available for such three‐species interactions to assess the role of defensive symbionts in host–parasite coevolution. Specifically, we discuss under which conditions the defensive symbiont may take over from the host the reciprocal adaptation with parasites and undergo its own selection dynamics, thereby altering or relaxing selection on the hosts' own immune defences. Finally, we address potential effects of defensive symbionts on the evolution of parasite virulence. This is an important problem for which there is no single, clear‐cut prediction. The selection on parasite virulence resulting from the presence of defensive symbionts in their hosts will depend on the underlying mechanism of defence. We identify the evolutionary predictions for different functional categories of symbiont‐conferred resistance and we evaluate the empirical literature for supporting evidence. We end this review with outstanding questions and promising avenues for future research to improve our understanding of symbiont‐mediated coevolution between hosts and parasites.","application/pdf","10.3929/ethz-b-000295716",,"1469-185X||1464-7931||0006-3231","http://hdl.handle.net/20.500.11850/295716||http://hdl.handle.net/20.500.11850/316082","10.1111/brv.12417","http://hdl.handle.net/20.500.11850/316925","en","Wiley","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","coevolution||defensive symbiosis||parasitism||microbial symbionts||mutualism||resistance||transmission modes","The role of defensive symbionts in host–parasite coevolution","Journal Article","Open access",,,"2018-10-13T10:47:15Z",,,"yes",,,,,,,,,,,,,,"85053073415",,"000446427600002","Biol Rev,","4","Biological Reviews","93","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"1764","1747","Oxford","published",,,,,,,,"2019-01-17T14:40:10Z","2021-02-15T03:21:34Z","true",,"SCOPUS||BATCH",,"publishedVersion"
"274496","20.500.11850/3","Stephenson, Jessica F.||Perkins, Sarah E.||Cable, Joanne",,,"2019-01-17T14:23:43Z","2019-01-17T14:23:43Z","2018-11","2018-07-26",,,,,"0021-8790||1365-2656","http://hdl.handle.net/20.500.11850/302309||http://hdl.handle.net/20.500.11850/316075","10.1111/1365-2656.12885","http://hdl.handle.net/20.500.11850/316919","en","Wiley",,,"effective contact rate (β)||group living||infectious disease avoidance behaviour||parasite transmission||redundant multimodal cues||risk‐sensitive behaviour||social behaviour||social evolution","Transmission risk predicts avoidance of infected conspecifics in Trinidadian guppies","Journal Article","Metadata only",,,"2018-11-09T05:13:41Z",,,"yes",,,,,,,,,,,,,,"85052469999",,"000446663700004","J. anim. ecol.","6","The Journal of Animal Ecology","87","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"1533","1525","Oxford","published",,,,,,,,"2019-01-17T14:24:06Z","2019-01-17T14:24:06Z","true",,"WOS||BATCH",,
"265669","20.500.11850/3","Bastin, Jean-François||Rutishauser, Ervan||Kellner, James R.||Saatchi, Sassan||Pélissier, Raphaël||Hérault, Bruno||Silk, Ferry||Bogaert, Jan||De Cannière, Charles||Marshall, Andrew R.||Poulsen, John||Alvarez-Loyayza, Patricia||Andrade, Ana||Angbonga-Basia, Albert||Araujo-Murakami, Alejandro||Arroyo, Luzmila||Ayyappan, Narayanan||de Azevedo, Celso P.||Banki, Olaf||Barbier, Nicolas||Barroso, Jorcely G.||Beeckman, Hans||Bitariho, Robert||Boeckx, Pascal||Boehning-Gaese, Katrin||Brandão, Hilandia||Brearley, Francis Q.||Breuer Ndoundou Hockemba, Mireille||Brienen, Roel||Camargo, Jose Luis C.||Campos-Arceiz, Ahimsa||Cassart, Benoit||Chave, Jérôme||Chazdon, Robin||Chuyong, Georges||Clark, David B.||Clark, Connie J.||Condit, Richard||Honorio Coronado, Euridice N.||Davidar, Priya||de Haulleville, Thalès||Descroix, Laurent||Doucet, Jean-Louis||Dourdain, Aurelie||Droissart, Vincent||Duncan, Thomas||Espejo, Javier S.||Espinosa, Santiago||Farwig, Nina||Fayolle, Adeline||Feldpausch, Ted R.||Ferraz, Antonio||Fletcher, Christine||Gajapersad, Krisna||Gillet, Jean-François||Gonmadje, Christelle||Grogan, James||Harris, David||Herzog, Sebastian K.||Homeier, Jürgen||Hubau, Wannes||Hubbell, Stephen P.||Hufkens, Koen||Hurtado, Johanna||Kearsley, Elizabeth||Kenfack, David||Kessler, Michael||Labrière, Nicolas||Laumonier, Yves||Laurance, Susan||Laurance, William F.||Lewis, Simon L.||Libalah, Moses B.||Ligot, Gauthier||Lloyd, Jon||Lovejoy, Thomas E.||Malhi, Yadvinder||Marimon, Beatriz S.||Marimon Jr., Ben Hur||Martin, Emmanuel H.||Matius, Paulus||Meyer, Victoria||Mendoza Bautista, Casimero||Monteagudo-Mendoza, Abel||Mtui, Arafat||Neill, David||Parada Gutierrez, Germaine A.||Pardo, Guido||Parren, Marc||Parthasarathy, Narayanaswamy||Phillips, Oliver L.||Pitman, Nigel C.A.||Ploton, Pierre||Ponette, Quentin||Razafimahaimodison, Jean-Claude||Réjou-Méchain, Maxime||Rolim, Samir G.||Romero Saltos, Hugo||Spironello, Wilson R.||Rovero, Francesco||Sasaki, Denise||Schulze, Mark||Silveira, Marcos||Singh, James||Sist, Plinio||Sonke, Bonaventure||Soto, J. Daniel||Rodrigues de Souza, Cintia||Stropp, Juliana||Sullivan, Martin J.P.||Swanepoel, Ben||ter Steege, Hans||Terborgh, John||Texier, Nicolas||Toma, Takeshi||Valencia, Renato||Valenzuela, Luis||Valle Ferreira, Leandro||Cornejo Valverde, Fernando||Van Andel, Tinde R.||Vasque, Rodolfo||Verbeeck, Hans||Vivek, Pandi||Vleminckx, Jason||Vos, Vincent A.||Wagner, Fabien H.||Papi Puspa, Warsudi||Wortel, Verginia||Zagt, Roderick J.||Zebaze, Donatien",,,"2018-11-26T15:44:23Z","2018-11-16T05:42:43Z||2018-11-26T15:44:23Z","2018-11","2018-11-09",,,,,"1466-822X||1466-8238",,"10.1111/geb.12803","http://hdl.handle.net/20.500.11850/304167","en","Wiley-Blackwell",,,"carbon||climate change||forest structure||large trees||pan‐tropical||REDD+||tropical forest ecology","Pan-tropical prediction of forest structure from the largest trees","Journal Article","Metadata only",,,"2018-11-16T05:42:46Z",,,"yes",,,,,,,,,,,,,,"85054871795",,"000449653200009","Glob. Ecol. Biogeogr.","11","Global Ecology and Biogeography","27","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","09625","09625",,"1383","1366","Oxford","published",,,,,,,,"2018-11-26T15:44:44Z","2022-03-28T21:46:36Z","true",,"SCOPUS",,
