id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.relation.isnodouble,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.documents,ethz.relation.hasPart,ethz.relation.isDocumentedBy,ethz.relation.isNewVersionOf,ethz.relation.isOriginalFormOf,ethz.relation.isPartOf,ethz.relation.isReferencedBy,ethz.relation.isSupplementedBy,ethz.relation.isVariantFormOf,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"252189","20.500.11850/3","Deiner, Kristy||Fronhofer, Emanuel A.||Mächler, Elvira||Walser, Jean-Claude||Altermatt, Florian",,,"2018-09-07T12:42:21Z","2017-06-12T14:13:47Z||2018-09-07T12:42:21Z","2016","2016-08-30","DNA sampled from the environment (eDNA) is a useful way to uncover biodiversity patterns. By combining a conceptual model and empirical data, we test whether eDNA transported in river networks can be used as an integrative way to assess eukaryotic biodiversity for broad spatial scales and across the land–water interface. Using an eDNA metabarcode approach, we detect 296 families of eukaryotes, spanning 19 phyla across the catchment of a river. We show for a subset of these families that eDNA samples overcome spatial autocorrelation biases associated with the classical community assessments by integrating biodiversity information over space. In addition, we demonstrate that many terrestrial species are detected; thus suggesting eDNA in river water also incorporates biodiversity information across terrestrial and aquatic biomes. Environmental DNA transported in river networks offers a novel and spatially integrated way to assess the total biodiversity for whole landscapes and will transform biodiversity data acquisition in ecology.","application/pdf","10.3929/ethz-b-000121528",,"2041-1723",,"10.1038/ncomms12544","http://hdl.handle.net/20.500.11850/121528","en","Nature Publishing Group",,"Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Environmental DNA reveals that rivers are conveyer belts of biodiversity information","Journal Article","Open access",,,"2017-06-12T14:17:07Z",,"pub:183637",,"yes",,,,,,,,,,"imp593654c84e30a46340","007044158",,,"000384682500001","Nat Commun",,"Nature Communications","7","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09719 - Deiner, Kristy / Deiner, Kristy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09719 - Deiner, Kristy / Deiner, Kristy","09719","09719",,,"12544","London","published",,,,,,,,,,,"2017-07-18T13:26:49Z","2021-02-15T01:39:48Z","true","9 p.","ECIT",,"publishedVersion",
"229454","20.500.11850/3","Turi, Giuliana||Lachkar, Zouhair||Gruber, Nicolas||Münnich, Matthias",,,"2018-04-06T13:01:57Z","2017-06-12T01:31:33Z||2018-04-06T13:01:57Z","2016-01","2016-01-19",,"application/pdf","10.3929/ethz-b-000113402",,"1748-9326||1748-9318",,"10.1088/1748-9326/11/1/014007","http://hdl.handle.net/20.500.11850/113402","en","Institute of Physics",,"Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/","California Current System||Ocean acidification||Coastal ocean modeling||Hindcast simulation","Climatic modulation of recent trends in ocean acidification in the California Current System","Journal Article","Open access",,,"2017-06-12T01:34:23Z",,"pub:175093",,"yes",,,,,,,,,,"imp5936542721ade37021","005253059","84956649757",,"000368803800010","Environ. Res. Lett.","1","Environmental Research Letters","11","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,,"014007","Bristol","published",,,,,,,,,,,"2017-07-13T12:49:07Z","2021-02-14T23:11:34Z","true","18 p.","ECIT",,"publishedVersion",
"125946","20.500.11850/10","Aeppli, Meret||Brown, Ashley R.||Hofstetter, Thomas B.||Sander, Michael","Dèzes, Pierre",,"2017-06-12T18:19:39Z","2017-06-12T18:19:39Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/125979","en","Swiss Academy of Sciences",,,,,"Reduction dynamics of iron(oxyhydr)oxides as assessed by mediated electrochemical analysis","Other Conference Item","Metadata only","Abstract Volume 14th Swiss Geoscience Meeting",,"2017-06-12T18:19:50Z",,"pub:188635",,"yes","14th Swiss Geoscience Meeting 2016","November 18-19, 2016","Geneva, Switzerland",,,,,,,"imp59365518b777c80015",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850",,"534","534","Bern","published",,,,,,,,,,,"2017-07-12T18:08:39Z","2021-02-14T14:54:53Z","true",,"ECIT",,,
"125898","20.500.11850/9","Janssen, Elisabeth M. L.",,,"2017-06-12T18:19:18Z","2017-06-12T18:19:18Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/125931","en",,,,,,"Site-specific damage and inactivation of extracellular enzymes in the aquatic environment","Conference Poster","Metadata only",,,"2017-06-12T18:19:50Z",,"pub:188583",,"yes","Gordon Research Conference, Environmental Sciences: Water","June 26 - July 1, 2016","Holderness, NH, USA",,,,,,,"imp593655180da2128588",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850",,,,,"unpublished",,,,,,,,,,,"2017-07-12T22:24:14Z","2018-11-03T01:26:16Z","true",,"ECIT",,,
"353132","20.500.11850/3","Aminzadeh, Milad||Roderick, Michael L.||Or, Dani",,,"2020-06-25T08:39:37Z","2017-06-11T22:59:42Z||2020-06-25T08:39:37Z","2016-01","2015-12-13",,,,,"0043-1397||1944-7973",,"10.1002/2015WR017969","http://hdl.handle.net/20.500.11850/110125","en","Wiley",,,,"Complementary relationship||Surface temperature||Potential evaporation||Actual evaporation||CR asymmetry parameter","A generalized complementary relationship between actual and potential evaporation defined by a reference surface temperature","Journal Article","Metadata only",,,"2017-06-11T23:00:17Z",,"pub:171304",,"yes",,,,,,,,,,"imp593653ee326ae93702","000004612","84955567942",,"000373117800023","Water Resour. Res.","12","Water Resources Research","51","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,"406","385","Malden","published",,,,,,,,,,,"2017-07-15T07:50:38Z","2021-02-15T15:04:45Z","true",,"ECIT",,,
"208457","20.500.11850/16","Fan, Linfeng",,"Lehmann, Peter||Or, Dani","2018-01-11T10:19:34Z","2017-06-12T16:33:47Z||2017-11-23T09:40:08Z||2018-01-11T10:19:34Z","2016","2016",,"application/pdf","10.3929/ethz-a-010796808",,,,,"http://hdl.handle.net/20.500.11850/123078","en","ETH Zürich",,"In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","BERGHANG/RUTSCHUNGEN (ABLAGERUNGSMILIEU)||MOUND CONGLOMERATIONS + MUDFLOW CONGLOMERATIONS (GEOMORPHOLOGY)||HILLSLOPE/SEDIMENT TRANSPORT (SEDIMENTARY ENVIRONMENT)||BODENVERFORMUNGEN + BODENBEWEGUNGEN (BODENMECHANIK)||BÖSCHUNGSBRUCH + BÖSCHUNGSRUTSCHUNGEN (BODENMECHANIK)||UNGESÄTTIGTE BÖDEN (BODENMECHANIK)||SLOPE FAILURE (SOIL MECHANICS)||NATURAL HAZARDS + NATURAL CATASTROPHES||NATURGEFAHREN + NATURKATASTROPHEN||NIEDERSCHLAG-ABFLUSSVERHÄLTNIS (HYDROLOGIE)||SOIL STABILITY + SLIDE SURFACES + SLIP SURFACES (SOIL MECHANICS)||UNSATURATED SOILS (SOIL MECHANICS)||SCHLAMMSTRÖME + MUREN + MURGÄNGE (GEOMORPHOLOGIE)||RAINFALL-RUNOFF RELATION (HYDROLOGY)||BODENSTANDFESTIGKEIT + GLEITFLÄCHEN + RUTSCHFLÄCHEN (BODENMECHANIK)||GROUND DEFORMATIONS + GROUND MOVEMENTS (SOIL MECHANICS)","Catchment scale prediction of rainfall-induced landslides and subsequent debris flows on heterogeneous hillslopes","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::550 - Earth sciences||DDC - DDC::5 - Science::550 - Earth sciences||DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture","2017-06-12T16:37:49Z",,"pub:185428","eth:50150","yes",,,,,,,,,"23713","imp593654e6241ff93306||imp59366ba45f8f967185","010796808",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812||02350","03812",,,,"Zürich","published",,,,,,,,,,,"2017-07-15T00:12:01Z","2021-02-14T21:44:45Z","true","1 Band","ECOL||ECIT",,,
"252842","20.500.11850/3","Byrne, David||Münnich, Matthias||Frenger, Ivy||Gruber, Nicolas",,,"2018-09-11T15:00:36Z","2017-06-12T08:06:46Z||2018-09-11T15:00:36Z","2016","2016-06-13","Although it is well established that the large-scale wind drives much of the world’s ocean circulation, the contribution of the wind energy input at mesoscales (10–200 km) remains poorly known. Here we use regional simulations with a coupled high-resolution atmosphere–ocean model of the South Atlantic, to show that mesoscale ocean features and, in particular, eddies can be energized by their thermodynamic interactions with the atmosphere. Owing to their sea-surface temperature anomalies affecting the wind field above them, the oceanic eddies in the presence of a large-scale wind gradient provide a mesoscale conduit for the transfer of energy into the ocean. Our simulations show that this pathway is responsible for up to 10% of the kinetic energy of the oceanic mesoscale eddy field in the South Atlantic. The conditions for this pathway to inject energy directly into the mesoscale prevail over much of the Southern Ocean north of the Polar Front.","application/pdf","10.3929/ethz-b-000117738",,"2041-1723",,"10.1038/ncomms11867","http://hdl.handle.net/20.500.11850/117738","en","Nature Publishing Group",,"Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Mesoscale atmosphere ocean coupling enhances the transfer of wind energy into the ocean","Journal Article","Open access",,,"2017-06-12T08:11:52Z",,"pub:179655",,"yes",,,,,,,,,,"imp5936547f1d14323923","007044158","84974577446",,"000378388500001","Nat Commun",,"Nature Communications","7","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,,"11867","London","published",,,,,,,,,,,"2017-07-17T07:47:46Z","2020-02-15T14:58:15Z","true","8 p.","ECIT",,"publishedVersion",
"126022","20.500.11850/41","Frölicher, Thomas L.",,,"2017-06-12T18:21:45Z","2017-06-12T18:21:45Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/126055","de",,,,,,"Klimawandel: Was wissen wir?","Presentation","Metadata only",,,"2017-06-12T18:22:07Z",,"pub:188725",,"yes","Business Breakfast","March 2016","Solothurn, Switzerland",,,,,,,"imp5936551a1912947480",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,,,,"unpublished",,,,,,,,,,,"2017-07-12T21:29:38Z","2018-11-03T01:28:30Z","true",,"ECIT",,,
"126014","20.500.11850/8","Yara, Yumiko||Yamano, Hiroya||Steinacher, Marco||Fujii, Masahiko||Vogt, Meike||Gruber, Nicolas||Yamanaka, Yasuhiro","Nakano, Shin-ichi||Yahara, Tetsukazu||Nakashizuka, Tohru",,"2017-06-12T18:21:43Z","2017-06-12T18:21:43Z","2016",,,,,"978-981-10-0780-4||978-981-10-0778-1",,,"10.1007/978-981-10-0780-4_4","http://hdl.handle.net/20.500.11850/126047","en","Springer Singapore",,,,"CO2 emission scenarios||Climate change||Global warming||Ocean acidification||Coral||Japan","Potential future coral habitats around Japan depend strongly on anthropogenic CO_2 emissions","Conference Paper","Metadata only","Aquatic Biodiversity Conservation and Ecosystem Services",,"2017-06-12T18:22:07Z",,"pub:188716",,"yes","Conference on the Parties to the Convention on Biological Diversity (CBD-COP)","October 6-17, 2014","Pyeongchang, South Korea",,,,,,,"imp5936551a044aa90905","010703990",,,"000390822600004",,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,"56","41","Singapore","published",,,,,,,,,,,"2017-07-12T18:04:46Z","2018-11-03T01:28:22Z","true",,"ECIT",,,
"117681","20.500.11850/10","Papritz, Andreas Jürg||Nussbaum, Madlene||Fraefel, Marielle||Baltensweiler, Andri||Walthert, Lorenz||Keller, Armin||Grob, Urs||Diek, Sanne",,,"2017-06-12T08:04:44Z","2017-06-12T08:04:44Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/117714","en","Aarhus University",,,,,"Mapping chemical and physical properties of soils at regional scale on the Swiss Plateau by robust external drift kriging from legacy soil data","Other Conference Item","Metadata only","Book of abstracts: On-line version 27 June 2016",,"2017-06-12T08:11:52Z",,"pub:179631",,"yes","7th Global Digital Soil Mapping Workshop","June 27 - July 1, 2016","Aarhus, Denmark",,,,,,,"imp5936547e932cb32637",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,"34","34","Aarhus","published",,,,,,,,,,,"2017-07-26T18:55:33Z","2021-02-14T14:20:02Z","true",,"ECIT",,,
"110697","20.500.11850/10","Ebrahimi, Ali||Or, Dani",,,"2017-06-11T23:16:58Z","2017-06-11T23:16:58Z","2016",,,,,,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/110730","en","Copernicus",,,,,"Microbial community dynamics in soil aggregates shape biogeochemical gas fluxes from soil profiles","Other Conference Item","Metadata only",,,"2017-06-11T23:17:26Z",,"pub:171978",,"yes","European Geosciences Union (EGU) General Assembly 2016","April 17-22, 2016","Vienna, Austria",,,,,,,"imp593653f94de7f54224","004804476",,,,"GRA",,"Geophysical Research Abstracts","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,"EGU2016-1969","Katlenburg-Lindau","published",,,,,,,,,,,"2017-07-13T07:49:36Z","2021-02-14T13:51:40Z","true","1 p.","ECIT",,,
"229633","20.500.11850/14","Müller-Herold, Ulrich","Atmanspacher, Harald W.||Müller-Herold, Ulrich",,"2018-04-09T08:29:44Z","2017-06-12T17:53:43Z||2018-04-09T08:29:44Z","2016","2016-09-21",,,,"978-3-319-43572-5||978-3-319-43573-2",,,"10.1007/978-3-319-43573-2_3","http://hdl.handle.net/20.500.11850/125009","en","Springer",,,,,"Theoretical chemistry and more: Personal annotations to Hans Primas and his work","Book Chapter","Metadata only","From Chemistry to Consciousness: The Legacy of Hans Primas",,"2017-06-12T17:53:47Z",,"pub:187573",,"yes",,,,,,,,,,"imp5936550898eb434029","010791398","85006356684",,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics",,"02721",,,"43","23","Cham","published",,,,,,"20.500.11850/256260",,,,,"2017-07-12T21:39:53Z","2018-04-09T08:29:47Z","true",,"ECIT",,,
"125910","20.500.11850/10","Byrne, David||Münnich, Matthias||Trenger, Ivy||Gruber, Nicolas",,,"2017-06-12T18:19:23Z","2017-06-12T18:19:23Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/125943","en",,,,,,"Mesoscale Atmosphere-Ocean Coupling Enhances the Transfer of Wind Energy into the Ocean","Other Conference Item","Metadata only",,,"2017-06-12T18:19:50Z",,"pub:188598",,"yes","2016 Ocean Sciences Meeting","February 21-26, 2016","New Orleans, LA, USA",,,,,,,"imp593655183342f96692",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Online Abstract: PO12D-07.",,,,"published",,,,,,,,,,,"2017-07-18T08:10:57Z","2018-12-02T06:58:30Z","true",,"ECIT",,,
