id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.hasPart,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.isSupplementTo,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"104577","20.500.11850/21","Nussbaum, Madlene||Papritz, Andreas Jürg",,,"2017-06-11T19:31:12Z","2017-06-11T19:31:12Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/104610","de","ETH Zürich, Institute of Biogeochemistry and Pollutant Dynamics (IBP)",,,,"Transferfunktion Dichte","Report","Metadata only",,,"2017-06-11T19:31:43Z",,"pub:163748",,"yes",,,,,,,,,,"imp593653816698163041",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,,"Zürich","unpublished",,,,,,,,,"2017-07-13T03:36:49Z","2021-02-14T13:19:54Z","true",,"ECIT",,
"104576","20.500.11850/21","Nussbaum, Madlene||Papritz, Andreas Jürg",,,"2017-06-11T19:31:11Z","2017-06-11T19:31:11Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/104609","de","ETH Zürich, Institute of Biogeochemistry and Pollutant Dynamics (IBP)",,,,"Transferfunktionen Nährstoffmesswerte","Report","Metadata only",,,"2017-06-11T19:31:43Z",,"pub:163747",,"yes",,,,,,,,,,"imp593653816449525421",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,,"Zürich","unpublished",,,,,,,,,"2017-07-20T17:00:03Z","2021-02-14T13:19:53Z","true",,"ECIT",,
"187520","20.500.11850/16","Laufkötter, Charlotte",,"Gruber Guyan, Nicolas Patrick","2017-10-19T08:57:26Z","2017-06-11T17:28:07Z||2017-10-19T08:57:26Z","2015","2015",,"application/pdf","10.3929/ethz-a-010438263",,,,,"http://hdl.handle.net/20.500.11850/100912","en","ETH-Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","PHYTOPLANKTON (PLANT ECOLOGY)||MIGRATION OF CHEMICAL ELEMENTS (GEOCHEMISTRY)||PHYTOPLANKTON (PFLANZENÖKOLOGIE)||CARBON CYCLE (GEOCHEMISTRY)||MIGRATION VON CHEMISCHEN ELEMENTEN (GEOCHEMIE)||MARINE BIOLOGY + MARINE ECOLOGY (ECOLOGY)||PRIMARY PRODUCTION, PRIMARY PRODUCTIVITY (AQUATIC ECOSYSTEMS)||PRIMÄRPRODUKTION, PRIMÄRPRODUKTIVITÄT (AQUATISCHE ÖKOSYSTEME)||PRODUKTIONSBIOLOGIE, PRODUKTION, PRODUKTIVITÄT (ÖKOSYSTEME)||MEERESBIOLOGIE + MEERESÖKOLOGIE (ÖKOLOGIE)||KOHLENSTOFFKREISLAUF (GEOCHEMIE)||GLOBAL CHANGE + GLOBAL WARMING (CLIMATOLOGY)||GLOBAL CHANGE + KLIMAERWÄRMUNG (KLIMATOLOGIE)||PRODUCTION BIOLOGY, PRODUCTION, PRODUCTIVITY (ECOSYSTEMS)","Processes governing the response of marine primary and export production to climate change","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::550 - Earth sciences||DDC - DDC::5 - Science::550 - Earth sciences||DDC - DDC::5 - Science::570 - Life sciences","2017-06-11T17:28:48Z",,"pub:158424","eth:47735","yes",,,,,,,,,"22389","imp5936532d5c3c075887||imp59366b76d7a1070696","010438263",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","02350||03731","03731",,,,"Zürich","published",,,,,,,,,"2017-07-13T18:31:47Z","2021-02-14T19:32:37Z","true","1 Band","ECOL||ECIT",,
"382536","20.500.11850/16","Ratti, Marco",,"Hofstetter, Thomas Bernhard||McNeill, Kristopher","2021-01-05T09:33:54Z","2017-06-14T02:41:55Z||2021-01-05T09:33:54Z","2015","2015",,"application/pdf","10.3929/ethz-a-010525310",,,,,"http://hdl.handle.net/20.500.11850/155245","en","ETH-Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","AROMATISCHE AMINE (UMWELTSCHADSTOFFE)||NICHT-RADIOAKTIVE MARKIERUNG + MARKIERUNG MIT STABILEN ISOTOPEN (BIOLOGISCHE TECHNIKEN)||PHOTOCHEMISCHE REAKTIONEN (CHEMISCHE REAKTIONEN)||PHOTOLYSE (PHOTOCHEMIE)||ISOTOPENFRAKTIONIERUNG (PHYSIK VON MOLEKULARSYSTEMEN)||ANILIN UND DERIVATE (MONOCYCLISCHE AROMATISCHE KOHLENWASSERSTOFFE)||AROMATIC AMINES (ENVIRONMENTAL POLLUTANTS)||NON-RADIOACTIVE LABELLING + STABLE ISOTOPE LABELLING (BIOLOGICAL TECHNIQUES)||PHOTOCHEMICAL REACTIONS (CHEMICAL REACTIONS)||PHOTOLYSIS (PHOTOCHEMISTRY)||ISOTOPE FRACTIONATION (PHYSICS OF MOLECULAR SYSTEMS)||ANILINE AND DERIVATIVES (MONOCYCLIC AROMATIC HYDROCARBONS)","Isotope fractionation associated with direct and indirect photolysis of substituted anilines","Doctoral Thesis","Open access",,"DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment","2017-06-14T02:49:07Z",,,"eth:48095","yes",,,,,,,,,"22750","imp59366b7d6228945012","010525310",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","02350||03850","03850","Diss., Eidgenössische Technische Hochschule ETH Zürich, Nr. 22750.",,,"Zürich","published",,,,,,,,,"2017-07-18T20:26:06Z","2021-02-15T22:53:29Z","true","1 Band","ECOL",,
"111378","20.500.11850/10","Janssen, Elisabeth M.L.",,,"2017-06-11T23:35:00Z","2017-06-11T23:35:00Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/111411","en","ETH Zürich",,,,"Photoinactivation of aquatic extracellular enzymes and the dual roles of natural organic matter","Other Conference Item","Metadata only",,,"2017-06-11T23:35:36Z",,"pub:172814",,"yes","Swiss Chemical Society Photochemistry Section annual meeting","September 8, 2015","Zürich, Switzerland",,,,,,,"imp59365404d2eff24861",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850","Contributed talk on 8 September 2015.",,,"Zürich","unpublished",,,,,,,,,"2017-07-12T14:00:55Z","2018-11-02T21:51:54Z","true",,"ECIT",,
"94096","20.500.11850/3","Stendardo, Ilaria||Kieke, Dagmar||Rhein, Monika||Gruber, Nicolas||Steinfeldt, Reiner",,,"2017-06-11T14:29:05Z","2017-06-11T14:29:05Z","2015-01",,,,,,"0967-0637||0198-0149",,"10.1016/j.dsr.2014.10.009","http://hdl.handle.net/20.500.11850/94129","en","Elsevier",,,"Oxygen variability||North Atlantic circulation||Subpolar Mode Water||Mediterranean Outflow Water||Intermediate Water||North Atlantic Oscillation||Mesoscale eddies","Interannual to decadal oxygen variability in the mid-depth water masses of the eastern North Atlantic","Journal Article","Metadata only",,,"2017-06-11T14:29:25Z",,"pub:147990",,"yes",,,,,,,,,,"imp593652a63026f13205","000944022","84911868746",,"000348628100008",,,"Deep Sea Research Part I: Oceanographic Research Papers","95","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Received 3 July 2014, Received in revised form 10 October 2014, Accepted 29 October 2014, Available online 7 November 2014.","98","85","Kidlington","published",,,,,,,,,"2017-07-13T13:05:35Z","2020-02-14T14:38:47Z","true",,"ECIT",,
"108653","20.500.11850/10","Schymanski, Stan||Aminzadeh, Milad||Roderick, Michael L.||Or, Dani",,,"2017-06-11T22:05:11Z","2017-06-11T22:05:11Z","2015",,,,,,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/108686","en","Copernicus",,,,"Evaluation of advection-aridity complementary relations at the lab scale","Other Conference Item","Metadata only",,,"2017-06-11T22:05:30Z",,"pub:169685",,"yes","EGU General Assembly 2015","April 12-17, 2015","Vienna, Austria",,,,,,,"imp593653d390b6052770",,,,,"GRA",,"Geophysical Research Abstracts","17","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,"EGU2015-4776","Katlenburg-Lindau","published",,,,,,,,,"2017-07-18T10:50:40Z","2021-02-14T13:42:32Z","true","1 p.","ECIT",,
"111369","20.500.11850/10","Hoving, Alwina||Behrends, Thilo||Sander, Michael||Maes, Norbert||Bruggeman, Christophe",,,"2017-06-11T23:34:56Z","2017-06-11T23:34:56Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/111402","en","25th Annual Goldschmidt Conference (Gt 2015)",,,,"Determining Redox Capacaties of Boom Clay Material by Using an Electrochemical Approach","Other Conference Item","Metadata only",,,"2017-06-11T23:35:36Z",,"pub:172804",,"yes","25th Annual Goldschmidt Conference (Gt 2015)","August 16-21, 2015","Prague, Czech Republic",,,,,,,"imp59365404b77c952852",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850","Conference Lecture on 21 August 2015.",,,"Prague","unpublished",,,,,,,,,"2017-07-13T13:19:02Z","2021-02-14T13:53:19Z","true",,"ECIT",,
"256194","20.500.11850/3","Arruda, R.||Calil, Paulo H.R.||Bianchi, Alejandro A.||Doney, Scott C.||Gruber, Nicolas||Lima, Ivan D.||Turi, Giuliana",,,"2018-10-04T07:51:51Z","2017-06-11T19:54:17Z||2018-10-04T07:51:51Z","2015","2015-10-12","We use an eddy-resolving, regional ocean biogeochemical model to investigate the main variables and processes responsible for the climatological spatio-temporal variability of pCO2 and the air-sea CO2 fluxes in the southwestern Atlantic Ocean. Overall, the region acts as a sink of atmospheric CO2 south of 30° S, and is close to equilibrium with the atmospheric CO2 to the north. On the shelves, the ocean acts as a weak source of CO2, except for the mid/outer shelves of Patagonia, which act as sinks. In contrast, the inner shelves and the low latitude open ocean of the southwestern Atlantic represent source regions. Observed nearshore-to-offshore and meridional pCO2 gradients are well represented by our simulation. A sensitivity analysis shows the importance of the counteracting effects of temperature and dissolved inorganic carbon (DIC) in controlling the seasonal variability of pCO2. Biological production and solubility are the main processes regulating pCO2, with biological production being particularly important on the shelves. The role of mixing/stratification in modulating DIC, and therefore surface pCO2, is shown in a vertical profile at the location of the Ocean Observatories Initiative (OOI) site in the Argentine Basin (42° S, 42° W).","application/pdf","10.3929/ethz-b-000105334",,"1726-4170||1726-4170",,"10.5194/bg-12-5793-2015","http://hdl.handle.net/20.500.11850/105334","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Air-sea CO2 fluxes and the controls on ocean surface pCO2 seasonal variability in the coastal and open-ocean southwestern Atlantic Ocean: A modeling study","Journal Article","Open access",,,"2017-06-11T19:54:28Z",,"pub:164947",,"yes",,,,"Changes in carbon uptake and emissions by oceans in a changing climate","264879","10.13039/501100000780","EC","FP7",,"imp593653903481652920","006289717","84944256699",,"000362972200015",,"19","Biogeosciences","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,"5809","5793","Göttingen","published",,,,,,,,,"2017-07-15T04:43:04Z","2021-02-15T01:57:43Z","true",,"ECIT",,"publishedVersion"
"104574","20.500.11850/10","Keller, Armin||Greiner, Lucie||Zimmermann, Stephan||Nussbaum, Madlene||Papritz, Andreas Jürg",,,"2017-06-11T19:31:10Z","2017-06-11T19:31:10Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/104607","en","Pedometrics 2015",,,,"Integration of assessment methods for soil services in ecosystem service frameworks","Other Conference Item","Metadata only",,,"2017-06-11T19:31:43Z",,"pub:163745",,"yes","Pedometrics 2015","September 14-18, 2015","Cordoba, Spain",,,,,,,"imp593653815f97518592",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812","Conference lecture on 16 September 2015.",,,,"unpublished",,,,,,,,,"2017-07-18T09:53:22Z","2021-02-14T13:19:51Z","true",,"ECIT",,
"104580","20.500.11850/10","Nussbaum, Madlene||Papritz, Andreas Jürg||Fraefel, Marielle||Baltensweiler, Andri||Gasser, Ubald",,,"2017-06-11T19:31:13Z","2017-06-11T19:31:13Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/104613","de","Workshop Digital Soil Mapping",,,,"pH-Wert von Waldböden im Kanton Zürich - räumliche Vorhersage mit statistischen Methoden","Other Conference Item","Metadata only",,,"2017-06-11T19:31:43Z",,"pub:163751",,"yes","Workshop Digital Soil Mapping","March 30 - April 1, 2015","Tübingen, Germany",,,,,,,"imp593653816cf7066960",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812","Conference lecture.",,,,"unpublished",,,,,,,,,"2017-07-13T05:55:12Z","2021-02-14T13:19:58Z","true",,"ECIT",,
"104581","20.500.11850/10","Nussbaum, Madlene||Papritz, Andreas Jürg||Fraefel, Marielle||Baltensweiler, Andri||Gasser, Ubald",,,"2017-06-11T19:31:13Z","2017-06-11T19:31:13Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/104614","en","ETH Zürich, Institute of Biogeochemistry and Pollutant Dynamics",,,,"Acidic forest soils - where exactly?","Other Conference Item","Metadata only",,,"2017-06-11T19:31:43Z",,"pub:163752",,"yes","8th IBP PhD Congress","April 10, 2015","Dübendorf, Switzerland",,,,,,,"imp593653816f79438639",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812","Conference lecture on 10 April 2015.",,,,"unpublished",,,,,,,,,"2017-07-17T12:04:13Z","2021-02-14T13:19:59Z","true",,"ECIT",,
"104583","20.500.11850/9","Nussbaum, Madlene||Papritz, Andreas Jürg||Fraefel, Marielle||Baltensweiler, Andri||Keller, Armin",,,"2017-06-11T19:31:14Z","2017-06-11T19:31:14Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/104616","en","Pedometrics 2015",,,,"Acidic forest soils - where exactly? Generating spatial soil information by component wise gradient boosting","Conference Poster","Metadata only",,,"2017-06-11T19:31:43Z",,"pub:163754",,"yes","Pedometrics 2015","September 14-18, 2015","Cordoba, Spain",,,,,,,"imp593653817682375904",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,,,"unpublished",,,,,,,,,"2017-07-13T03:37:03Z","2021-02-14T13:20:01Z","true",,"ECIT",,
"111367","20.500.11850/10","Sander, Michael||Klüpfel, L.||Walpen, N.",,,"2017-06-11T23:34:55Z","2017-06-11T23:34:55Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/111400","en","25th Annual Goldschmidt Conference (Gt 2015)",,,,"Enzymatic Oxidation of Phenolic Moieties in Dissolved Organic Matter","Other Conference Item","Metadata only",,,"2017-06-11T23:35:36Z",,"pub:172802",,"yes","25th Annual Goldschmidt Conference (Gt 2015)","August 16-21, 2015","Prague, Czech Republic",,,,,,,"imp59365404b48dd24368",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850","Conference Lecture on 19 August 2015.",,,"Prague","unpublished",,,,,,,,,"2017-07-12T14:08:23Z","2021-02-14T13:53:17Z","true",,"ECIT",,
