id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.relation.isnodouble,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.isCitedBy,ethz.relation.isPartOf,ethz.relation.isReferencedBy,ethz.relation.isSourceOf,ethz.relation.isVariantFormOf,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit
"119789","20.500.11850/3","Eid, Cherrelle||Bollinger, L. Andrew||Koirala, Binod||Scholten, Daniel||Facchinetti, Emanuele||Lilliestam, Johan||Hakvoort, Rudi",,,"2017-06-12T11:30:33Z","2017-06-12T11:30:33Z","2016-11",,,,,,"0360-5442||1873-6785",,"10.1016/j.energy.2016.08.072","http://hdl.handle.net/20.500.11850/119822","en","Elsevier",,,,"Demand response||Distributed generation||Flexibility||Market design||Regulation||Smart grid","Market integration of local energy systems: Is local energy management compatible with European regulation for retail competition?",,"Journal Article","Metadata only",,,"2017-06-12T11:36:03Z",,"pub:181857",,"yes",,,,,,,,,,"imp593654a8f41e846318","000010764","84983520126",,,"Energy",,"Energy","114","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451","Received 3 February 2016, Revised 19 August 2016, Accepted 21 August 2016, Published online 29 August 2016.","922","913","Amsterdam","published",,,,,,,,,"2017-07-18T11:51:16Z","2020-02-14T17:13:42Z","true",,"ECIT",,,
"468637","20.500.11850/21","Steimer, Nora||Frischknecht, Evelyn||Hansmann, Ralph",,,"2022-09-21T06:49:36Z","2017-06-12T19:05:43Z||2022-09-21T06:49:36Z","2016-11",,,,,,,,,"http://hdl.handle.net/20.500.11850/126924","de","ETH Zurich",,,,,"Leitfaden zur Realisierung von Raumpatenschaften als Massnahme gegen Littering",,"Report","Metadata only",,,"2017-06-12T19:06:12Z",,"pub:189717",,"yes",,,,,,,,,,"imp593655281be7a10204",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,,,"Zurich","published",,,,,,,,,"2017-07-15T02:24:23Z","2023-02-07T06:26:58Z","true","25 p.","ECIT",,,
"119295","20.500.11850/3","McMahon, Rosemarie||Stauffacher, Michael||Knutti, Reto",,,"2017-06-12T10:42:35Z","2017-06-12T10:42:35Z","2016-10",,,,,,"0165-0009||1573-1480",,"10.1007/s10584-016-1758-2","http://hdl.handle.net/20.500.11850/119328","en","Springer",,,,,"The scientific veneer of IPCC visuals",,"Journal Article","Metadata only",,,"2017-06-12T10:48:20Z",,"pub:181336",,"yes",,,,,,,,,,"imp5936549ee09b274074","000040037","84982802776",,"000383615200002",,"3","Climatic Change","138","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","02351||03777","02351||03777","Published online 2 August 2016.","381","369","Dordrecht","published",,,,,,,,,"2017-07-18T13:55:50Z","2021-02-14T14:27:35Z","true",,"ECIT",,,
"125164","20.500.11850/3","Komendantova, Nadejda||Ilmola, Leena||Stepanova, Anastasia",,,"2017-06-12T17:59:23Z","2017-06-12T17:59:23Z","2016-10",,,,,,"2220-6140",,,"http://hdl.handle.net/20.500.11850/125197","en","International Foundation for Research and Development",,,,"Foreign direct investment||Transition economies||Decision-making processes and risk aversion","Foreign Direct Investment in Russia: Stakeholders's Views and Perceptions",,"Journal Article","Metadata only",,,"2017-06-12T17:59:30Z",,"pub:187778",,"yes",,,,,,,,,,"imp5936550be3e1b29619",,,,,,"5","Journal of Economics and Behavioral Studies","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"193","184","Dubai","published",,,,,,,,,"2017-07-13T00:29:16Z","2018-11-03T01:16:07Z","true",,"ECIT",,,
"394718","20.500.11850/21","Widmer, Alexander||Lieberherr, Eva||Ingold, Karin",,,"2021-03-15T14:55:29Z","2021-02-05T20:04:29Z||2021-03-15T14:55:29Z","2016-10",,,,,,,,,"http://hdl.handle.net/20.500.11850/468140","de","Amt für Umweltschutz und Energie",,,,,"Struktur Wasserversorgung",,"Report","Metadata only",,,"2021-02-05T20:04:59Z",,,,"yes",,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693","Regionale Wasserversorgung Basel-Landschaft 21. Teilprojekt 5: Struktur Wasserversorgungen",,,"Liestal","published",,,,,,,,,"2021-03-15T14:55:43Z","2022-03-29T05:47:16Z","true","172 p.","FORM",,,
"126907","20.500.11850/21","Wieneke, Florian||Bresch, David N.",,,"2017-06-12T19:05:50Z","2017-06-12T19:05:50Z","2016-09",,"Already today, extreme weather events present a significant risk to ecosystems, societies and their economies. Climate variability and change have the potential to aggravate these risks becoming one of the most serious threats to the development prospects in many countries around the globe. The approach taken under the umbrella of “Economics of Climate Adaptation (ECA-approach)” provides decision-makers with information about potential climate-related damage to their economies and societies. It can foster comprehensive adaptation strategies by analysing and proposing a variety of specific adaptation measures in a systematic way. Well-targeted, early investments to improve climate resilience are likely to be less cost-intensive and more effective than complex post-disaster relief efforts, both locally and on an aggregated global scale. The ECA approach has been introduced by KfW Development Bank to development cooperation as an innovative way to identify and prioritize adaptation measures within comprehensive adaptation programmes on the local or regional scale, ensuring an active involvement of a broad range of stakeholders",,,,,,,"http://hdl.handle.net/20.500.11850/126940","en","KfW Bankengruppe",,,,,"Economics of Adaptation (ECA) in Development Cooperation: A Climate Risk assessment Approach",,"Report","Metadata only",,,"2017-06-12T19:06:12Z",,"pub:189734",,"yes",,,,,,,,,,"imp59365528520b817774",,,,,,,"Materials on Development Financing","5","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,,,"Frankfurt am Main","published",,,,,,,,,"2017-07-12T19:08:13Z","2018-11-03T01:57:16Z","true","19 p.","ECIT",,,
"297681","20.500.11850/3","Aldunce, Paulina||Bórquez, Roxana||Adler, Carolina||Blanco, Gustavo||Garreaud, René",,,"2019-06-18T15:01:03Z","2017-06-12T14:25:21Z||2019-06-18T15:01:03Z","2016-09","2016-09-06","Current debate on the implementation of resilience in addressing climatic impacts calls for more pragmatic means of reducing losses. In this study we aimed to generate context-specific knowledge about resilience factors for addressing the impacts of drought, with the expectation that bringing forth experiential knowledge on how impacts were addressed in the past would shed light on what constitutes key resilience factors for practitioners working in urban contexts. The study was carried in three of the largest cities in Chile: Santiago, Concepción, and Valdivia. The analytical framework consists of urban and regional resilience incorporating transdisciplinary approaches applying the Resilience-Wheel tool, combined with participatory methods for the co-production of knowledge and qualitative content analysis of documents and workshops. Results show that key determinants of building resilience to drought were: improving education and access to information, enhancing preparedness, promoting technology transfer, reinforcing organizational linkages and collaboration, decentralizing governance, and encouraging citizen participation. The Resilience-Wheel was useful for navigating the conceptual complexity and diversity of perspectives inherent among social actors. The transdisciplinary approach allowed us to co-produce key knowledge that can be applied to build resilience in future, through a bottom-up approach that bridges the science–policy interface.","application/pdf","10.3929/ethz-b-000121643",,"2071-1050",,"10.3390/su8090905","http://hdl.handle.net/20.500.11850/121643","en","MDPI",,"Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Drought||Chile||Climate change||Resilience||Urban and regional resilience||Adaptation||Transdisciplinarity||Knowledge co-production","Unpacking Resilience for Adaptation: Incorporating Practitioners' Experiences through a Transdisciplinary Approach to the Case of Drought in Chile",,"Journal Article","Open access",,,"2017-06-12T14:27:18Z",,"pub:183758",,"yes",,,,,,,,,,"imp593654caa79c952967","010201556","84990923749",,"000385529400077",,"9","Sustainability","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,,"905","Basel","published",,,,,,,,,"2017-07-13T18:38:06Z","2019-06-18T15:01:18Z","true","21 p.","ECIT",,,"publishedVersion"
"217791","20.500.11850/10","Berg, Marina||Bohm, Sönke||Fink, Thomas||Hauser, Muriel||Komendantova, Nadejda||Soukup, Ole","Webb, Heike",,"2018-02-05T12:03:23Z","2017-06-12T18:16:31Z||2017-06-12T18:16:25Z||2018-01-22T14:10:14Z||2018-01-22T14:22:11Z||2018-01-22T14:31:55Z||2018-02-05T12:03:23Z","2016-09-01",,,"application/pdf","10.3929/ethz-b-000232412",,,"http://hdl.handle.net/20.500.11850/125806||http://hdl.handle.net/20.500.11850/125822",,"http://hdl.handle.net/20.500.11850/232412","en","IIASA",,"Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported","http://creativecommons.org/licenses/by-nc-nd/3.0/",,"Scenario development and multi-criteria analysis for Morocco’s future electricity system in 2050. Summary of workshop results",,"Other Conference Item","Open access",,,"2017-06-12T18:17:12Z",,"pub:188467||pub:188446",,"yes","Elaboration et évaluation des différents scénarios du mix électrique futur du Maroc","May 23-24, 2016","Rabat, Morocco",,,,,,,"imp5936551669a0c24538||imp5936551628a6c96631",,,"http://pure.iiasa.ac.at/13793",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,,"S.l.","published",,,,,,,,,"2018-01-22T14:04:40Z","2018-11-06T08:00:57Z","true","29 p.","ECIT||ECIT",,,"publishedVersion"
"188763","20.500.11850/3","Wülser, Gabriela||Pohl, Christian",,,"2017-10-24T12:49:09Z","2017-06-12T05:42:45Z||2017-10-24T12:49:09Z","2016-09","2016-04-18",,"application/pdf","10.3929/ethz-b-000116198",,"1862-4065||1862-4057",,"10.1007/s11625-016-0363-7","http://hdl.handle.net/20.500.11850/116198","en","Springer",,"Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Grounded theory||Project framing||Research design||Science studies||Science–policy nexus||Sustainability research","How researchers frame scientific contributions to sustainable development: a typology based on grounded theory",,"Journal Article","Open access",,"DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment","2017-06-12T05:44:40Z",,"pub:178054",,"yes",,,,,,,,,,"imp593654623fcd664214","005283015","84964403868",,"000381603100005","Sustain Sci","5","Sustainability Science","11","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","02351||08804","02351||08804",,"800","789","Tokyo","published",,,,,,,,,"2017-10-24T12:49:12Z","2021-02-14T19:38:29Z","true",,"ECIT",,,"publishedVersion"
"323091","20.500.11850/3","Barthel, Roland||Seidl, Roman||Nickel, Darla||Büttner, Hannah",,,"2019-12-06T07:57:30Z","2017-06-11T22:20:57Z||2019-12-06T07:57:30Z","2016-08","2015-12-12","Participatory modeling (PM) has become an essential concept in environmental impact assessment and planning in the field of water resources. In this paper, we focus on the use of PM to support the development of the integrated regional modeling system DANUBIA as a scientific concept to analyze the previously unknown impacts of global change, i.e., the combined effects of climate, demographic, economic, social and ecological change, on the Upper Danube Catchment (Germany). We use this case study to examine the specific conditions for PM in the field of complex integrated models on a regional scale. We describe the stepwise PM process and discuss the respective results, focusing on (1) the stakeholder dialogue’s contribution in supporting the development of new, complex modeling systems, particularly on a regional scale, (2) conditions of stakeholder involvement in issues related to the distant future, such as climate change impacts on regional water availability, and (3) limitations of PM and scientists’ motivation to carry out participatory research at all. We conclude that the PM process was not entirely successful in improving the scientific quality and practical applicability of the developed models because the process goals were manifold and overambitious, and the definition of the problem of “global change impacts on a regional scale” was too weak and uncertain to allow for a clear common objective of modelers and stakeholders. We claim that there is a lack of incentives for scientists, particularly natural scientists, to commit to PM activities.","application/pdf","10.3929/ethz-b-000109195",,"1436-3798||1436-378X",,"10.1007/s10113-015-0895-x","http://hdl.handle.net/20.500.11850/109195","en","Springer",,"Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","DANUBIA||Decision support||Global change||GLOWA-Danube||Integrated modeling||Participatory modeling||Regional scale||Upper Danube Catchment||Water resources||Water supply","Global change impacts on the Upper Danube Catchment (Central Europe): a study of participatory modeling",,"Journal Article","Open access",,,"2017-06-11T22:21:08Z",,"pub:170249",,"yes",,,,,,,,,,"imp593653dda155c19740","003869201","84949683282",,"000381212500005","Reg Environ Change","6","Regional Environmental Change","16","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"1611","1595","Heidelberg","published",,,,,,,,,"2017-07-12T10:34:50Z","2022-03-29T00:26:09Z","true",,"ECIT",,,"publishedVersion"
"261436","20.500.11850/3","Krütli, Pius||Rosemann, Thomas||Törnblom, Kjell Y.||Smieszek, Timo",,,"2018-11-01T12:04:08Z","2017-06-12T11:49:56Z||2018-11-01T12:04:08Z","2016-07-27",,"Background Societies are facing medical resource scarcities, inter alia due to increased life expectancy and limited health budgets and also due to temporal or continuous physical shortages of resources like donor organs. This makes it challenging to meet the medical needs of all. Ethicists provide normative guidance for how to fairly allocate scarce medical resources, but legitimate decisions require additionally information regarding what the general public considers to be fair. The purpose of this study was to explore how lay people, general practitioners, medical students and other health professionals evaluate the fairness of ten allocation principles for scarce medical resources: ‘sickest first’, ‘waiting list’, ‘prognosis’, ‘behaviour’ (i.e., those who engage in risky behaviour should not be prioritized), ‘instrumental value’ (e.g., health care workers should be favoured during epidemics), ‘combination of criteria’ (i.e., a sequence of the ‘youngest first’, ‘prognosis’, and ‘lottery’ principles), ‘reciprocity’ (i.e., those who provided services to the society in the past should be rewarded), ‘youngest first’, ‘lottery’, and ‘monetary contribution’.  Methods 1,267 respondents to an online questionnaire were confronted with hypothetical situations of scarcity regarding (i) donor organs, (ii) hospital beds during an epidemic, and (iii) joint replacements. Nine allocation principles were evaluated in terms of fairness for each type of scarcity along 7-point Likert scales. The relationship between demographic factors (gender, age, religiosity, political orientation, and health status) and fairness evaluations was modelled with logistic regression.  Results Medical background was a major predictor of fairness evaluations. While general practitioners showed different response patterns for all three allocation situations, the responses by lay people were very similar. Lay people rated ‘sickest first’ and ‘waiting list’ on top of all allocation principles—e.g., for donor organs 83.8% (95% CI: [81.2%–86.2%]) rated ‘sickest first’ as fair (‘fair’ is represented by scale points 5–7), and 69.5% [66.2%–72.4%] rated ‘waiting list’ as fair. The corresponding results for general practitioners: ‘prognosis’ 79.7% [74.2%–84.9%], ‘combination of criteria’ 72.6% [66.4%–78.5%], and ‘sickest first’ 74.5% [68.6%–80.1%); these were the highest-rated allocation principles for donor organs allocation. Interestingly, only 44.3% [37.7%–50.9%] of the general practitioners rated ‘instrumental value’ as fair for the allocation of hospital beds during a flu epidemic. The fairness evaluations by general practitioners obtained for joint replacements: ‘sickest first’ 84.0% [78.8%–88.6%], ‘combination of criteria’ 65.6% [59.2%–71.8%], and ‘prognosis’ 63.7% [57.1%–70.0%]. ‘Lottery’, ‘reciprocity’, ‘instrumental value’, and ‘monetary contribution’ were considered very unfair allocation principles by both groups. Medical students’ ratings were similar to those of general practitioners, and the ratings by other health professionals resembled those of lay people.  Conclusions Results are partly at odds with current conclusions proposed by some ethicists. A number of ethicists reject ‘sickest first’ and ‘waiting list’ as morally unjustifiable allocation principles, whereas those allocation principles received the highest fairness endorsements by lay people and to some extent also by health professionals. Decision makers are advised to consider whether or not to give ethicists, health professionals, and the general public an equal voice when attempting to arrive at maximally endorsed allocations of scarce medical resources.","application/pdf","10.3929/ethz-b-000120008",,"1932-6203",,"10.1371/journal.pone.0159086","http://hdl.handle.net/20.500.11850/120008","en","Public Library of Science",,"Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"How to Fairly Allocate Scarce Medical Resources: Ethical Argumentation under Scrutiny by Health Professionals and Lay People",,"Journal Article","Open access",,,"2017-06-12T11:55:59Z",,"pub:182057",,"yes",,,,,,,,,,"imp593654ac560ae74097","006206116",,,"000381515900025","PLoS ONE","7","PLoS ONE","11","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,,"e0159086","San Francisco, CA, USA","published",,,,,,,,,"2017-07-15T16:03:11Z","2021-02-15T02:22:13Z","true","18 p.","ECIT",,,"publishedVersion"
