id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.producer,dc.contributor.projectLeader,dc.contributor.projectMember,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.created,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.collected,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.methods,ethz.description.software,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.geolocation.pointlat,ethz.geolocation.pointlong,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isContinuedBy,ethz.relation.isNewVersionOf,ethz.relation.isOriginalFormOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.relation.isVariantFormOf,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"285690","20.500.11850/10","von Ruette, Jonas||Lehmann, Peter||Or, Dani",,,,,,,,"2019-03-15T13:16:02Z","2019-01-22T11:10:44Z||2019-03-15T13:16:02Z",,"2018-12",,,,,,,,,"http://hdl.handle.net/20.500.11850/318480","en","American Geophysical Union",,,,"Physically based modeling of rainfall thresholds for landslide triggering","Other Conference Item","Metadata only",,,,"2019-01-22T11:10:52Z",,,,,,"yes","AGU Fall Meeting 2018","December 10-14, 2018","Washington, DC, USA",,,,,,,,,,,"https://agu.confex.com/agu/fm18/meetingapp.cgi/Paper/429501",,,,"AGU Fall Meeting Abstracts",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812","Conference lecture on 10 December 2018.",,"NH14A-05","s.l.","published",,,,,,,,,,,,,,,"2019-03-15T13:16:04Z","2022-03-28T22:33:13Z","true","1 p.","FORM",,,,
"301343","20.500.11850/3","Zhu, Biqing||Henneberger, Ruth||Weissert, Helmut||Zeyer, Josef||Schroth, Martin Herbert",,,,,,,,"2019-07-16T11:08:51Z","2018-11-12T08:17:29Z||2018-12-05T10:21:59Z||2019-01-24T08:59:10Z||2019-07-16T11:08:51Z",,"2018-12","2018-12-03",,,,,"0148-0227||2169-8953||2169-8961",,"10.1029/2018JG004651","http://hdl.handle.net/20.500.11850/302934","en","American Geophysical Union",,,"Glacial catchment||Methane||Thermogenic origin||Microbial methane production","Occurrence and Origin of Methane Entrapped in Sediments and Rocks of a Calcareous, Alpine Glacial Catchment","Journal Article","Metadata only",,,,"2018-11-12T08:17:31Z",,,,,,"yes",,,,,,,"Methane entrapped in calcareous proglacial soils: abundance, origin, and fate","153571","10.13039/501100001711","SNF","Projekte MINT",,"85058937585",,"000455437900010","J. geophys. res. Biogeosciences","12","Journal of Geophysical Research: Biogeosciences","123","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","02721||03850","03850",,"3648","3633","Washington, DC","published",,,,,,,,,,,,,,,"2019-01-24T08:59:29Z","2022-03-28T23:16:20Z","true",,"FORM",,,,
"405519","20.500.11850/10","Bickel, Samuel||Wang, Jingyu||Or, Dani",,,,,,,,"2021-06-09T08:59:29Z","2019-01-14T16:26:05Z||2019-03-15T12:45:46Z||2019-05-27T08:27:52Z||2019-05-27T08:29:05Z||2021-06-09T08:12:24Z||2021-06-09T08:59:29Z",,"2018-12","2018-12-12",,"application/pdf","10.3929/ethz-b-000315683",,,,,"http://hdl.handle.net/20.500.11850/315683","en","American Geophysical Union","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Spatial Patterns of Soil Bacterial Abundance and Diversity - from Pores to Continents","Other Conference Item","Open access",,,,"2019-01-14T16:26:25Z",,,,,,"yes","AGU Fall Meeting 2018","December 10-14, 2018","Washington, DC, USA",,,,,,,,,,,"https://agu.confex.com/agu/fm18/meetingapp.cgi/Paper/453435",,,,"AGU Fall Meeting Abstracts",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812","Conference lecture on 12 December 2018.",,"B34B-08","s.l.","published",,,,,,,,,,,,,,,"2019-03-15T12:45:57Z","2022-03-29T08:42:54Z","true","1 p.; 29 p. presentation","FORM",,,"acceptedVersion",
"285675","20.500.11850/9","Jones, Gerrad D.||Droz, Boris||Hirschi, Martin||Seneviratne, Sonia I.||Smith, Jo||Smith, Pete||Good, Stephen P.||Winkel, Lenny H.E.",,,,,,,,"2019-03-15T12:19:46Z","2019-01-30T10:36:03Z||2019-03-15T12:19:46Z",,"2018-12",,,,,,,,,"http://hdl.handle.net/20.500.11850/321334","en","American Geophysical Union",,,,"Global environmental variability drives trace element changes in soils","Conference Poster","Metadata only",,,,"2019-01-30T10:36:09Z",,,,,,"yes","AGU Fall Meeting 2018","December 10-14, 2018","Washington, DC, USA",,,,,,,,,,,"https://agu.confex.com/agu/fm18/meetingapp.cgi/Paper/444951||https://agu2018fallmeeting-agu.ipostersessions.com/Default.aspx?s=6F-EF-14-D1-79-86-6D-1B-2F-AD-CC-5C-DB-8E-C1-F5",,,,"AGU Fall Meeting Abstracts",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03933 - Winkel, Lenny / Winkel, Lenny","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03933 - Winkel, Lenny / Winkel, Lenny","03933","03933","eLightning poster presented on 11 December 2018.",,"B21F-03","s.l.","published",,,,,,,,,,,,,,,"2019-03-15T12:19:58Z","2023-02-06T16:56:52Z","true",,"FORM",,,,
"281222","20.500.11850/3","Torti, Andrea||Jørgensen, Bo B.||Lever, Mark A.",,,,,,,,"2019-02-14T17:31:21Z","2018-10-24T11:23:59Z||2018-10-30T13:22:21Z||2018-11-30T13:28:41Z||2019-02-14T17:31:21Z",,"2018-12","2018-09-09",,,,,"1462-2912||1462-2920",,"10.1111/1462-2920.14401","http://hdl.handle.net/20.500.11850/298465","en","Wiley",,,,"Preservation of microbial DNA in marine sediments: insights from extracellular DNA pools","Journal Article","Metadata only",,,,"2018-10-24T11:24:11Z",,,,,,"yes",,,,,,,,,,,,,"85054513613",,"000453004500025","Environ. microbiol.","12","Environmental Microbiology","20","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09496 - Lever, Mark A. (ehemalig) / Lever, Mark A. (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09496 - Lever, Mark A. (ehemalig) / Lever, Mark A. (former)","09496","09496","This article was in the Special Issue ""EMI is 20! Part 2"".","4542","4526","Oxford","published",,,,,,,,,,,,,,,"2019-02-14T17:31:46Z","2023-02-06T16:51:18Z","true",,"FORM",,,,
"319515","20.500.11850/3","Guggisberg, Alessia||Liu, Xuanyu||Suter, Léonie||Mansion, Guilhem||Fischer, Martin C.||Fior, Simone||Roumet, Marie||Kretzschmar, Ruben||Koch, Marcus A.||Widmer, Alex",,,,,,,,"2019-11-18T14:27:21Z","2018-12-20T08:38:25Z||2018-12-20T09:25:49Z||2019-01-03T11:43:11Z||2019-01-03T11:54:07Z||2019-01-09T14:39:00Z||2019-11-18T14:27:21Z",,"2018-12","2018-11-09",,"application/pdf","10.3929/ethz-b-000312391",,"0962-1083||1365-294X",,"10.1111/mec.14930","http://hdl.handle.net/20.500.11850/312391","en","Wiley-Blackwell","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"The genomic basis of adaptation to calcareous and siliceous soils in Arabidopsis lyrata","Journal Article","Open access",,,,"2018-12-20T08:38:29Z","2019-11-09",,,,,"yes",,,,,,,,,,,,,"85058191201",,"000454600500010","Mol Ecol","24","Molecular Ecology","27","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","03706||03541","03706||03541",,"5103","5088","Oxford","published",,,,,,,,,,,,,,,"2018-12-20T09:25:56Z","2023-02-06T17:51:38Z","true","30 p. accepted version","FORM",,,"acceptedVersion",
"299342","20.500.11850/17","Schuwirth, Nele",,,,,,,,"2019-07-01T07:11:26Z","2018-11-28T18:18:17Z||2018-11-29T13:20:31Z||2019-07-01T07:11:26Z",,"2018-11-28","2019-07-01",,"application/pdf",,,,,,"http://hdl.handle.net/20.500.11850/306970","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Model based decision support for environmental management","Habilitation Thesis","Closed access",,"DDC - DDC::5 - Science::500 - Natural sciences",,"2018-11-28T18:18:23Z",,,,,,"yes",,,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics",,"02721",,,,,"Zurich","published",,,,,,,,,,,,,,"false","2019-07-01T07:11:54Z","2019-07-01T07:11:54Z","true","182 p.","FORM",,,,
"455694","20.500.11850/3","Nissen, Cara||Vogt, Meike||Münnich, Matthias||Gruber, Nicolas||Haumann, Alexander",,,,,,,,"2022-06-21T13:59:23Z","2018-12-02T05:29:46Z||2018-12-03T16:17:45Z||2019-01-31T11:10:38Z||2022-06-21T13:59:23Z",,"2018-11-22",,"The biogeography of Southern Ocean phytoplankton controls the local biogeochemistry and the export of macronutrients to lower latitudes and depth. Of particular relevance is the competitive interaction between coccolithophores and diatoms, with the former being prevalent along the ""Great Calcite Belt"" (40–60°S), while diatoms tend to dominate the regions south of 60°S. To address the factors controlling coccolithophore distribution and the competition between them and diatoms, we use a regional high-resolution model (ROMS–BEC) for the Southern Ocean (24–78°S) that has been extended to include an explicit representation of coccolithophores. We assess the relative importance of bottom-up (temperature, nutrients, light) and top-down (grazing by zooplankton) factors in controlling Southern Ocean coccolithophore biogeography over the course of the growing season. In our simulations, coccolithophores are an important member of the Southern Ocean phytoplankton community, contributing 17% to annually integrated net primary productivity south of 30°S. Coccolithophore biomass is highest north of 50°S in late austral summer, when light levels are high and diatoms become limited by silicic acid. Furthermore, we find top-down factors to be a major control on the relative abundance of diatoms and coccolithophores in the Southern Ocean. Consequently, when assessing potential future changes in Southern Ocean coccolithophore abundance, both abiotic (temperature, light, and nutrients) and biotic factors (interaction with diatoms and zooplankton) need to be considered.","application/pdf","10.3929/ethz-b-000307938",,"1726-4170||1726-4170",,"10.5194/bg-15-6997-2018","http://hdl.handle.net/20.500.11850/307938","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Factors controlling coccolithophore biogeography in the Southern Ocean","Journal Article","Open access",,,,"2018-12-02T05:29:47Z",,,,,,"yes",,,,,,,"SOGate: Phytoplankton ecosystem control of the Southern Ocean biogeochemical gate","153452","10.13039/501100001711","SNF","Projektförderung in Mathematik, Natur- und Ingenieurwissenschaften (Abteilung II)",,"85057156516",,"000450887500001",,"22","Biogeosciences","15","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,"7024","6997","Göttingen","published",,,,,"10.3929/ethz-b-000304764",,,,,,"10.3929/ethz-b-000304530",,,,"2018-12-03T16:17:55Z","2023-02-07T03:40:15Z","true",,"SCOPUS",,,"publishedVersion",
"286692","20.500.11850/41","Gruber, Nicolas",,,,,,,,"2019-03-21T13:15:03Z","2019-01-29T14:52:56Z||2019-03-15T18:05:16Z||2019-03-21T13:15:03Z",,"2018-11-19",,,,,,,,,"http://hdl.handle.net/20.500.11850/320994","en",,,,,"The challenge of climbing down","Presentation","Metadata only",,,,"2019-01-29T14:53:05Z",,,,,,"yes","ETH Hatchery","November 19, 2018","Zurich, Switzerland",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,,,,"unpublished",,,,,,,,,,,,,,"false","2019-03-21T13:15:09Z","2019-03-21T13:15:09Z","true",,"FORM",,,,
"288406","20.500.11850/41","Lovecchio, Elisa||Gruber, Nicolas||Münnich, Matthias||Lachkar, Zouhair",,,,,,,,"2019-04-01T16:06:13Z","2019-01-29T15:34:55Z||2019-03-22T13:57:51Z||2019-04-01T16:06:13Z",,"2018-11-15",,,,,,,,,"http://hdl.handle.net/20.500.11850/321032","en",,,,,"The 3D biological pump in EBUS regions: long-range offshore transport of organic carbon from the northwestern African coast to the open Atlantic","Presentation","Metadata only",,,,"2019-01-29T15:34:57Z",,,,,,"yes","EBUS Webinars Series","November 18, 2018","Paris, France",,,,"CALNEX: Quantifying the exchange of carbon and nutrients between the coastal and open seas: A comparative modeling study of the California and Canary Current Systems","149384","10.13039/501100001711","SNF","Projektförderung in Mathematik, Natur- und Ingenieurwissenschaften (Abteilung II)",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Online talk",,,,"unpublished",,,,,,,,,,,,,,"false","2019-04-01T16:06:17Z","2019-04-01T16:06:17Z","true",,"FORM",,,,
"285508","20.500.11850/10","Fang, Xu||Muntwyler, Anna||Wang, Peng||Zhao, Fang-Jie||Höfer, Christoph||Christl, Iso||Kretzschmar, Ruben",,,,,,,,"2019-03-14T13:04:23Z","2018-12-19T08:27:28Z||2019-03-14T13:04:23Z",,"2018-11-08",,,,,,,,,"http://hdl.handle.net/20.500.11850/311875","en","ETH Zurich, World Food System Center",,,,"Facing rice challenge by As and Cd in southern China: From origin to soil-based prediction","Other Conference Item","Metadata only","World Food System Center 2018 Research Symposium. Program and Abstracts",,,"2018-12-19T08:27:30Z",,,,,,"yes","World Food System Center (WFSC) Research Symposium 2018","November 8, 2018","Zurich, Switzerland",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","03541","03541","Poster abstract. Poster presented on 8 November 2018.","33","33","Zurich","published",,,,,,,,,,,,,,,"2019-03-14T13:04:28Z","2023-02-06T16:56:34Z","true",,"FORM",,,,
"285513","20.500.11850/10","Höfer, Christoph||Fang, Xu||Bouchet, Sylvain||Zhao, Fang-Jie||Wang, Peng||Christl, Iso||Kretzschmar, Ruben",,,,,,,,"2019-03-14T13:10:56Z","2018-12-19T07:25:56Z||2019-03-14T13:10:56Z",,"2018-11-08",,,,,,,,,"http://hdl.handle.net/20.500.11850/311846","en","ETH Zurich, World Food System Center",,,,"Trace metal(loid) bioavailability and mapping of chemical gradients in the rhizosphere of rice (Oryza sativa)","Other Conference Item","Metadata only","World Food System Center 2018 Research Symposium. Program and Abstracts",,,"2018-12-19T07:25:58Z",,,,,,"yes","World Food System Center (WFSC) Research Symposium 2018","November 8, 2018","Zurich, Switzerland",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","03541","03541","Poster abstract. Poster presented on 8 November 2018.","33","33","Zurich","published",,,,,,,,,,,,,,,"2019-03-14T13:11:02Z","2023-02-06T16:56:37Z","true",,"FORM",,,,
"276390","20.500.11850/41","Davis, Caroline",,,,,,,,"2019-01-24T08:50:01Z","2019-01-23T16:43:49Z||2019-01-24T08:50:01Z",,"2018-11-07",,,,,,,,,"http://hdl.handle.net/20.500.11850/319089","en",,,,,"How persistent are antimicrobials in the environment","Presentation","Metadata only",,,,"2019-01-23T16:43:51Z",,,,,,"yes","15th International Symposium on Persistent Toxic Substances, ISPTS2018","November 6-11, 2018","Basel, Switzerland",,,,"Electron transfer properties of photoexcited natural organic matter","156198","10.13039/501100001711","SNF","Projekte MINT",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850","Presentation on November 7, 2018.",,,,"unpublished",,,,,,,,,,,,,,,"2019-01-24T08:50:11Z","2022-03-28T22:08:20Z","true",,"FORM",,,,
"266265","20.500.11850/3","Fang, Wen||Williams, Paul N.||Fang, Xu||Amoah-Antwi, Collins||Yin, Daixia||Li, Gang||Ma, Lena Q.||Luo, Jun",,,,,,,,"2018-11-28T17:08:50Z","2018-11-16T05:41:14Z||2018-11-28T17:08:50Z",,"2018-11-06","2018-09-24",,,,,"0013-936X||1520-5851",,"10.1021/acs.est.8b01947","http://hdl.handle.net/20.500.11850/304158","en","American Chemical Society",,,,"Field-Scale Heterogeneity and Geochemical Regulation of Arsenic, Iron, Lead, and Sulfur Bioavailability in Paddy Soil","Journal Article","Metadata only",,,,"2018-11-16T05:41:14Z",,,,,,"yes",,,,,,,,,,,,,"85054989854",,"000449722200014","Environ. Sci. Technol.","21","Environmental Science & Technology","52","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","03541","03541",,"12107","12098","Washington, DC","published",,,,,,,,,,,,,,,"2018-11-28T17:09:04Z","2023-02-06T16:38:26Z","true",,"SCOPUS",,,,
"266274","20.500.11850/3","Thomas Arrigo, Laurel K.||Byrne, James M.||Kappler, Andreas||Kretzschmar, Ruben",,,,,,,,"2018-11-28T17:56:25Z","2018-11-16T05:41:14Z||2018-11-28T17:56:25Z",,"2018-11-06","2018-10-16",,,,,"0013-936X||1520-5851",,"10.1021/acs.est.8b03206","http://hdl.handle.net/20.500.11850/304155","en","American Chemical Society",,,,"Impact of Organic Matter on Iron(II)-Catalyzed Mineral Transformations in Ferrihydrite-Organic Matter Coprecipitates","Journal Article","Metadata only",,,,"2018-11-16T05:41:14Z",,,,,,"yes",,,,,,,,,,,,,"85055106998",,"000449722200036","Environ. Sci. Technol.","21","Environmental Science & Technology","52","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","02350||03541","03541",,"12326","12316","Washington, DC","published",,,,,,,,,,,,,,,"2018-11-28T17:56:37Z","2023-02-06T16:38:27Z","true",,"SCOPUS",,,,
