id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.pubmed,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isReferencedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"189303","20.500.11850/4","Brandenberg, Oliver F.||Magnus, Carsten||Regoes, Roland R.||Trkola, Alexandra",,,"2017-10-25T16:45:34Z","2017-06-11T20:27:10Z||2017-10-25T16:44:58Z||2017-10-25T16:45:34Z","2015-12",,,,,,"0966-842X",,"10.1016/j.tim.2015.09.003","http://hdl.handle.net/20.500.11850/106054","en","Elsevier",,,"HIV-1 entry||Envelope trime||Stoichiometry||HIV-1 transmission||Membrane fusion||Antibody neutralization","The HIV-1 Entry Process: A Stoichiometric View","Review Article","Metadata only",,,"2017-06-11T20:28:06Z",,"pub:166003",,"yes",,,,,,,,,,"imp5936539f2ff3d61591","000889014",,"84960843250",,"000366792800006","Trends Microbiol.","12","Trends in Microbiology","23","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02060 - Dep. Biosysteme / Dep. of Biosystems Science and Eng.::09490 - Stadler, Tanja / Stadler, Tanja","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02060 - Dep. Biosysteme / Dep. of Biosystems Science and Eng.::09490 - Stadler, Tanja / Stadler, Tanja","03584||09490","03584||09490",,"774","763","Cambridge","published",,,"2017-10-25T16:44:59Z","2023-02-06T14:43:35Z","true",,"ECIT",,,
"110872","20.500.11850/5","Cardinale, Bradley J.||Venail, Patrick||Gross, Kevin||Oakley, Todd H.||Narwani, Anita||Allan, Eric||Flombaum, Pedro||Joshi, Jasmin||Reich, Peter B.||Tilman, David||van Ruijven, Jasper",,,"2017-06-11T23:21:59Z","2017-06-11T23:21:59Z","2015-12",,,,,,"0269-8463||1365-2435",,"10.1111/1365-2435.12540","http://hdl.handle.net/20.500.11850/110905","en","Wiley-Blackwell",,,,"Further re-analyses looking for effects of phylogenetic diversity on community biomass and stability","Other Journal Item","Metadata only",,,"2017-06-11T23:22:47Z",,"pub:172199",,"no",,,,,,,,,,"imp593653fc8f2db33924",,,,,,"Funct. Ecol.","12","Functional Ecology","29","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705","Published online 23 September 2015.","1610","1607","Oxford","published",,"true","2017-07-14T23:33:07Z","2023-02-06T13:13:20Z","true",,"ECIT",,,
"106863","20.500.11850/3","Tarka, Maja||Bolstad, Geir H.||Wacker, Sebastian||Räsänen, Katja||Hansen, Thomas F.||Pélabon, Christophe",,,"2017-06-11T21:10:25Z","2017-06-11T21:10:25Z","2015-12",,,,,,"0014-3820||1558-5646",,"10.1111/evo.12803","http://hdl.handle.net/20.500.11850/106896","en","Wiley-Blackwell",,,"Significance testing||Human evolution||Quantitative genetics||Natural selection","Did natural selection make the Dutch taller? A cautionary note on the importance of quantiﬁcation in understanding evolution","Journal Article","Metadata only",,,"2017-06-11T21:10:47Z",,"pub:167312",,"yes",,,,,,,,,,"imp593653b06216755075",,,"84947309959",,"000368249000014","Evolution","12","Evolution","69","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"3206","3204","Oxford","published",,"true","2017-08-01T17:19:00Z","2023-02-06T13:06:10Z","true",,"ECIT",,,
"110870","20.500.11850/3","Best, Rebecca J.||Stone, Michelle N.||Stachowicz, John J.",,,"2017-06-11T23:21:58Z","2017-06-11T23:21:58Z","2015-12",,,,,,"1366-9516||1472-4642",,"10.1111/ddi.12367","http://hdl.handle.net/20.500.11850/110903","en","Wiley-Blackwell",,,"Acclimation||Algae||Distribution||Grazers||Plasticity||Population growth||Temperatue","Predicting consequences of climate change for ecosystem functioning: variation across trophic levels, species and individuals","Journal Article","Metadata only",,,"2017-06-11T23:22:47Z",,"pub:172195",,"no",,,,,,,,,,"imp593653fc821ba40607",,,,,,"Divers. Distrib.","12","Diversity and Distributions","21","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705","Published online 19 August 2015.","1374","1364","Oxford","published",,"true","2017-07-13T09:02:43Z","2022-03-28T14:34:34Z","true",,"ECIT",,,
"110905","20.500.11850/3","Simčič, Tatjana||Mori, Nataša||Hossli, Christian||Robinson, Christopher T.||Doering, Michael",,,"2017-06-11T23:22:22Z","2017-06-11T23:22:22Z","2015-12",,,,,,"0885-6087||1099-1085",,"10.1002/hyp.10584","http://hdl.handle.net/20.500.11850/110938","en","Wiley-Blackwell",,,"Respiration||ETSA||Alpine floodplains||Inundation||Temperature","The response in floodplain respiration of an alpine river to experimental inundation under different temperature regimes","Journal Article","Metadata only",,,"2017-06-11T23:22:47Z",,"pub:172246",,"yes",,,,,,,,,,"imp593653fd6183158528",,,"84954271479",,"000368278100010","Hydrol. Process.","26","Hydrological Processes","29","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705","Published online 14 July 2015.","5450","5438","Chichester","published",,"true","2017-07-20T16:47:49Z","2022-03-28T14:34:38Z","true",,"ECIT",,,
"102910","20.500.11850/3","Humair, Franziska||Humair, Luc||Kuhn, Fabian||Kueffer, Christoph",,,"2017-06-11T18:35:55Z","2017-06-11T18:35:55Z","2015-12",,,,,,"0888-8892||1523-1739",,"10.1111/cobi.12579","http://hdl.handle.net/20.500.11850/102943","en","Wiley-Blackwell",,,"Alien||Horizon scanning||Internet||Invasive||Non-native||Prevention||Trade||Escaneo de horizonte||Foráneo||Internet||Invasor||Mercado||No-nativo||Prevención","E-commerce trade in invasive plants","Journal Article","Metadata only",,,"2017-06-11T18:36:16Z",,"pub:161107",,"yes",,,,,,,,,,"imp5936535c08e0293415",,,"84955209475",,"000368334800018","Conserv. Biol.","6","Conservation Biology","29","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02070 - Dep. Gesundheitswiss. und Technologie / Dep. of Health Sciences and Technology::03780 - Siegrist, Michael / Siegrist, Michael","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02070 - Dep. Gesundheitswiss. und Technologie / Dep. of Health Sciences and Technology::03780 - Siegrist, Michael / Siegrist, Michael","03706||03780","03706||03780","Article first published online 6 August 2015. Also published as: El Mercado del Comercio Electrónico de Plantas Invasoras.","1665","1658","Malden, MA","published",,"true","2017-07-15T09:32:12Z","2021-02-14T13:09:14Z","true",,"ECIT",,,
"296155","20.500.11850/3","Posch, Thomas||Eugster, Bettina||Pomati, Francesco||Pernthaler, Jakob||Pitsch, Gianna||Eckert, Ester M.",,,"2019-06-07T08:32:32Z","2017-06-11T23:22:18Z||2019-06-07T08:32:32Z","2015-11-20",,"The annually recurrent spring phytoplankton blooms in freshwater lakes initiate pronounced successions of planktonic ciliate species. Although there is considerable knowledge on the taxonomic diversity of these ciliates, their species-specific interactions with other microorganisms are still not well understood. Here we present the succession patterns of 20 morphotypes of ciliates during spring in Lake Zurich, Switzerland, and we relate their abundances to phytoplankton genera, flagellates, heterotrophic bacteria, and abiotic parameters. Interspecific relationships were analyzed by contemporaneous correlations and time-lagged co-occurrence and visualized as association networks. The contemporaneous network pointed to the pivotal role of distinct ciliate species (e.g., Balanion planctonicum, Rimostrombidium humile) as primary consumers of cryptomonads, revealed a clear overclustering of mixotrophic/omnivorous species, and highlighted the role of Halteria/Pelagohalteria as important bacterivores. By contrast, time-lagged statistical approaches (like local similarity analyses, LSA) proved to be inadequate for the evaluation of high-frequency sampling data. LSA led to a conspicuous inflation of significant associations, making it difficult to establish ecologically plausible interactions between ciliates and other microorganisms. Nevertheless, if adequate statistical procedures are selected, association networks can be powerful tools to formulate testable hypotheses about the autecology of only recently described ciliate species.","application/pdf","10.3929/ethz-b-000110933",,"1664-302X",,"10.3389/fmicb.2015.01289","http://hdl.handle.net/20.500.11850/110933","en","Frontiers Media","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Ciliate morphotypes||Ciliophora||Local similarity analysis||Phytoplankton spring bloom||Network analysis","Network of Interactions Between Ciliates and Phytoplankton During Spring","Journal Article","Open access",,,"2017-06-11T23:22:47Z",,"pub:172235",,"yes",,,,,,,,,,"imp593653fd3c33c46734","010181524",,,,,"Front Microbiol",,"Frontiers in Microbiology","6","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,,"1289","Lausanne","published",,"true","2017-07-20T15:04:01Z","2022-03-28T23:02:56Z","true","14 p.","ECIT",,"publishedVersion",
"305499","20.500.11850/3","Little, Chelsea J.||Jägerbrand, Annika K.||Molau, Ulf||Alatalo, Juha M.",,,"2019-08-16T09:55:28Z","2017-06-11T23:22:09Z||2019-08-16T09:55:28Z","2015-11-16",,"Long‐term observational studies have detected greening and shrub encroachment in the subarctic attributed to current climate change, while global change simulations have showed that community composition and productivity may shift drastically in arctic, subarctic, and alpine tundra plant communities in the future. However, responses to global change can be highly species‐ and context‐dependent. We examined community‐level and species‐specific responses to a six‐year factorial temperature and nutrient (nitrogen and phosphorus) amendment experiment in two alpine plant communities in northern Sweden: a species‐poor dwarf shrub heath, and a more species‐rich meadow. We hypothesized that abundance responses to global change would be variable within commonly defined vascular plant functional groups (e.g., forbs, evergreen shrubs, deciduous shrubs) and that new species would appear in experimental plots over time due to the ameliorated growing conditions. We found that within most functional groups, species were highly individualistic with respect to the global change simulation, particularly within the forbs, whereas within the shrubs, responses were neutral to negative and widely variable in magnitude. In the heath community the response of the graminoid functional group was driven almost entirely by the grass Calamagrostis lapponica, which increased in abundance by an order of magnitude in the combined temperature and nutrient treatment. Furthermore, community context was important for species' responses to the simulations. Abundance of the pan‐arctic species Carex bigelowii and Vaccinium vitis‐idaea responded primarily to the temperature treatment in the meadow community whereas the nutrient treatment had stronger effects in the heath community. Over six growing seasons, more new species appeared in the experimental plots than in control plots in the meadow community, whereas in the heath community only one new species appeared. Our results from two closely situated but different plant communities show that functional groups do not predict individual species responses to simulated global change, and that these responses depend to a large extent on pre‐existing physical conditions as well as biotic interactions such as competition and facilitation. It may be difficult to apply general trends of global change responses to specific local communities.","application/pdf","10.3929/ethz-b-000110920",,"2150-8925",,"10.1890/ES14-00427.1","http://hdl.handle.net/20.500.11850/110920","en","ESA","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/","Calamagrostis lapponica||Carex bigelowii||Global change||Heath||Latnjajaure, Sweden||Meadow||Nutrient addition||Plant community composition||Subalpine tundra||Vaccinium vitis-idaea||Warming","Community and species-specific responses to simulated global change in two subarctic-alpine plant communities","Journal Article","Open access",,,"2017-06-11T23:22:47Z",,"pub:172217",,"no",,,,,,,,,,"imp593653fce357a63572","006204548",,,,,,"11","Ecosphere","6","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,,"227","Washington, DC","published",,,"2017-07-26T18:24:07Z","2022-03-28T23:30:05Z","true","18 p.","ECIT",,"publishedVersion",
"321826","20.500.11850/3","Mayerhofer, Johanna||Lutz, Andy||Widmer, Franco||Rehner, Stephen A.||Leuchtmann, Adrian||Enkerli, Jürg",,,"2019-11-29T11:40:22Z","2017-06-11T20:09:04Z||2019-11-29T11:40:22Z","2015-11","2015-09-25","Cross-species transferability of 41 previously published simple sequence repeat (SSR) markers was assessed for 11 species of the entomopathogenic fungus Metarhizium. A collection of 65 Metarhizium strains including all 54 used in a recent phylogenetic revision of the genus were characterized. Between 15 and 34 polymorphic SSR markers produced scorable PCR amplicons in seven species, including M. anisopliae, M. brunneum, M. guizhouense, M. lepidiotae, M. majus, M. pingshaense, and M. robertsii. To provide genotyping tools for concurrent analysis of these seven species fifteen markers grouped in five multiplex pools were selected based on high allelic diversity and easy scorability of SSR chromatograms.","application/pdf","10.3929/ethz-b-000105449",,"0022-2011||1096-0805",,"10.1016/j.jip.2015.09.006","http://hdl.handle.net/20.500.11850/105449","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Biocontrol||Cross-species amplification||Molecular genetic identification","Multiplexed microsatellite markers for seven Metarhizium species","Journal Article","Open access",,,"2017-06-11T20:10:02Z",,"pub:165064",,"yes",,,,,,,,,,"imp59365392f256794859","002025522",,"84943415009",,"000365630200013","J. Invertebr. Pathol.",,"Journal of Invertebrate Pathology","132","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706",,"134","132","Orlando, FL","published",,,"2017-07-25T10:24:29Z","2021-02-15T06:53:25Z","true",,"ECIT",,"publishedVersion",
"106683","20.500.11850/3","Usinowicz, Jacob",,,"2017-06-11T20:55:56Z","2017-06-11T20:55:56Z","2015-11",,,,,,"0003-0147||1537-5323",,"10.1086/683202","http://hdl.handle.net/20.500.11850/106716","en","University of Chicago Press",,,"Dispersal||Spatial pattern||Coexistence||Community dynamics||Biological invasion||Nucleation","Limited Dispersal Drives Clustering and Reduces Coexistence by the Storage Effect","Journal Article","Metadata only",,,"2017-06-11T20:56:08Z",,"pub:166987",,"no",,,,,,,,,,"imp593653ac7a68637484","000004805",,,,,"Amer Natur","5","The American Naturalist","186","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","03909","03909","Accepted 10 June, 2015, Published online 8 October 2015.","648","634","Chicago, IL","published",,,"2017-07-15T03:58:44Z","2021-02-14T13:31:06Z","true",,"ECIT",,,
"106746","20.500.11850/3","Croll, Daniel||Lendenmann, Mark H.||Stewart, Ethan||McDonald, Bruce A.",,,"2017-06-11T20:58:04Z","2017-06-11T20:58:04Z","2015-11",,,,,,"1943-2631",,"10.1534/genetics.115.180968","http://hdl.handle.net/20.500.11850/106779","en","Genetics Society of America",,,"Recombination hotspots||Pathogen evolution||Restriction site-associated DNA sequencing||Population genomics||Linkage disequilibrium","The impact of recombination hotspots on genome evolution of a fungal plant pathogen","Journal Article","Metadata only",,,"2017-06-11T20:58:39Z",,"pub:167054",,"yes",,,,,,,,,,"imp593653adc778f71884","000047198",,"84946900562",,"000365517200030",,"3","Genetics","201","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","03516","03516","Published online 21 September 2015.","1228","1213","Bethesda, MD","published",,,"2017-07-13T03:04:41Z","2021-02-14T13:31:24Z","true",,"ECIT",,,
"110907","20.500.11850/3","Stephenson, Jessica F.||Oosterhout, Cock van||Cable, Joanne",,,"2017-06-11T23:22:23Z","2017-06-11T23:22:23Z","2015-11",,,,,,"1744-9561||1744-957X",,"10.1098/rsbl.2015.0806","http://hdl.handle.net/20.500.11850/110940","en","The Royal Society",,,,"Pace of life, predators and parasites: predator-induced life-history evolution in Trinidadian guppies predicts decrease in parasite tolerance","Journal Article","Metadata only",,,"2017-06-11T23:22:47Z",,"pub:172248",,"yes",,,,,,,,,,"imp593653fd6ca1f82918","004514289",,,,,"Biol. Lett.","11","Biology Letters","11","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705","Received 23 September 2015, Accepted 14 October 2015.",,"20150806","London","published",,,"2017-07-13T08:31:16Z","2023-02-06T13:13:30Z","true","4 p.","ECIT",,,
