id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.code.jel,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isCitedBy,ethz.relation.isNewVersionOf,ethz.relation.isOriginalFormOf,ethz.relation.isPartOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"202656","20.500.11850/3","Ioannidou, Dimitra||Meylan, Grégoire||Sonnemann, Guido||Habert, Guillaume",,,"2017-12-11T14:34:52Z","2017-07-24T10:19:11Z||2017-07-25T13:14:23Z||2017-07-25T13:30:59Z||2017-11-22T13:40:39Z||2017-12-11T14:34:52Z","2017-11","2017-07-24",,,,,"0921-3449||1879-0658","http://hdl.handle.net/20.500.11850/212329||http://hdl.handle.net/20.500.11850/172482","10.1016/j.resconrec.2017.07.016","http://hdl.handle.net/20.500.11850/220271","en","Elsevier",,,"Criticality||Aggregates||supply risk||Locality","Is gravel becoming scarce? Evaluating the local criticality of construction aggregates",,"Journal Article","Metadata only",,"DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment||DDC - DDC::6 - Technology, medicine and applied sciences::624 - Civil engineering",,"2017-07-24T10:19:13Z",,,,,,"yes",,,,,,,,,,,,"85025598376",,"000411298400008","Resour. Conserv. Recycl.",,"Resources, Conservation and Recycling","126","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02604 - Inst. für Bau- & Infrastrukturmanagement / Inst. Construction&Infrastructure Manag.::03972 - Habert, Guillaume / Habert, Guillaume||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02100 - Dep. Architektur / Dep. of Architecture::02655 - Netzwerk Stadt und Landschaft D-ARCH","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02604 - Inst. für Bau- & Infrastrukturmanagement / Inst. Construction&Infrastructure Manag.::03972 - Habert, Guillaume / Habert, Guillaume","02351||03972||02655","02351||03972",,"33","25","Amsterdam","published",,,,,,,,"2017-12-12T10:46:30Z","2022-03-28T18:37:27Z","true",,"FORM",,,,
"445432","20.500.11850/3","Meemken, Eva-Marie||Chellattan Veettil, Prakashan||Qaim, Matin",,,"2022-03-29T08:01:03Z","2022-03-28T07:44:22Z||2022-03-29T08:01:03Z","2017-11","2017-08-18","Recently, sustainability standards have gained in importance for export crops produced in developing countries. Several studies analyzed whether such standards deliver on their promise to improve the livelihoods of poor farmers, with mixed results. Here, we ask whether the design of standards could be improved such that farm households benefit more. An assessment of what particular features of standards hamper or facilitate participation requires a better understanding of farmers’ preferences. Our contribution is twofold: First, based on a choice experiment we analyze how farmers evaluate actual and hypothetical features of standards. Data were collected from small-scale coffee producers in Uganda. Second, this is the first quantitative study on standards employing a gendered research design. A gender focus is important, because coffee and other certified export crops are often controlled by men. The choice experiment included features of standards aimed at reducing gender inequality and was conducted separately with male and female members of farm households. Results indicate that farmers have positive attitudes toward sustainability standards in general. While they dislike bans of productivity-enhancing inputs, agricultural training and special female support are appreciated. Many also see requirements that have to be met for certification as a welcome nudge to invest in better farm management and quality upgrading. Female farmers have a higher preference for standards than male farmers. Also within households, significant preference heterogeneity between women and men is found.",,,,"0305-750X",,"10.1016/j.worlddev.2017.05.021","http://hdl.handle.net/20.500.11850/539553","en","Elsevier",,,"Choice experiment||Farmer preferences||Sustainability standards||Gender||Mixed logit models","Toward Improving the Design of Sustainability Standards - A Gendered Analysis of Farmers’ Preferences",,"Journal Article","Metadata only",,,,"2022-03-28T07:44:28Z",,,,,,"no",,,,,,,,,,,,,,,,,"World Development","99","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09766 - Meemken, Eva-Marie / Meemken, Eva-Marie",,"09766",,,"298","285","Amsterdam","published",,,,,,,,"2022-03-29T08:01:12Z","2022-03-29T08:01:12Z","true",,"FORM",,,,
"317523","20.500.11850/3","Stefanelli, Annalisa||Seidl, Roman",,,"2019-11-05T15:48:54Z","2017-11-22T08:45:14Z||2017-12-13T14:54:50Z||2019-11-05T15:48:54Z","2017-10-31",,"The effect of social interactions on how opinions are developed and changed over time is crucial to public processes that involve citizens and their points of view. In this opinion dynamics exercise, we address the topic of nuclear waste repositories in Switzerland and suggest a more realistic investigation of public opinion using agent-based modeling in combination with empirical data and sociopsychological theory. Empirical data obtained from an online questionnaire (N = 841) is used for the initialization of the model, whose agents directly represent the participants. We use social judgment theory (SJT) to describe how opinions can be adapted during social interactions, including through mechanisms of contrast and assimilation. Furthermore, we focus on the definition of “opinion” itself, claiming that working with disaggregated opinions (i.e., arguments) can play a determining role if one aims to capture real-world mechanisms of opinion dynamics. Simulation results show different patterns for the three different argument categories used for this specific topic (i.e., risk, benefit, and process), suggesting a mutual influence between an individual’s initial knowledge and evaluations and an individual’s social dynamics and opinion changes. The importance of content-related and empirical information, as well as the theory and mechanisms used in the social simulation, are discussed.","application/pdf","10.3929/ethz-b-000211875",,"1460-7425",,"10.18564/jasss.3492","http://hdl.handle.net/20.500.11850/211875","en","University of Surrey, Department of Sociology","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Agent-Based Model||Arguments||Opinion Dynamics||Social Judgment","Opinion communication on contested topics: How empirics and arguments can improve social simulation",,"Journal Article","Open access",,,,"2017-11-22T08:45:24Z",,,,,,"yes",,,,,,,,,,,,"85033235400",,"000416164100005","JASSS","4","Journal of Artificial Societies and Social Simulation","20","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,,"3","Surrey","published",,,,,,,,"2017-12-13T14:54:52Z","2019-11-05T15:49:19Z","true","19 p.","SCOPUS",,,"publishedVersion",
"215654","20.500.11850/3","Gabrielli, Paolo||Grosspietsch, David||Murray, Portia||Eichler, Annika||Beccuti, Giovanni||Seidl, Roman||Schaffner, Christian",,,"2018-01-29T11:26:45Z","2018-01-26T18:54:50Z||2018-01-29T11:26:45Z||2017-12-13T12:49:05Z||2018-01-26T07:02:29Z","2017-10-23",,,,,,"1660-6728||1420-7028||0036-1321","http://hdl.handle.net/20.500.11850/235569||http://hdl.handle.net/20.500.11850/220598",,"http://hdl.handle.net/20.500.11850/236035","de","Electrosuisse und Verband Schweizerischer Elektrizitätsunternehmen",,,,"Multi-Energy-Hubs in Quartieren",,"Journal Article","Metadata only",,,,"2017-12-13T12:49:05Z",,,,,,"yes",,,,,,,,,,,,,"http://www.bulletin.ch/de/news-detail/multi-energy-hubs-in-quartieren.html",,,"10","bulletin.ch","108","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02120 - Dep. Management, Technologie und Ökon. / Dep. of Management, Technology, and Ec.::03695 - Hoffmann, Volker / Hoffmann, Volker||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02130 - Dep. Maschinenbau und Verfahrenstechnik / Dep. of Mechanical and Process Eng.::03806 - Carmeliet, Jan / Carmeliet, Jan","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02120 - Dep. Management, Technologie und Ökon. / Dep. of Management, Technology, and Ec.::03695 - Hoffmann, Volker / Hoffmann, Volker||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02130 - Dep. Maschinenbau und Verfahrenstechnik / Dep. of Mechanical and Process Eng.::03806 - Carmeliet, Jan / Carmeliet, Jan","03695||02351||03806","03695||02351||03806",,"42","39","Fehraltorf","published",,,,,,,,"2018-01-29T11:29:52Z","2023-02-06T15:08:01Z","true",,"FORM||FORM","non-peer reviewed","Simulation dezentraler Energiesysteme",,
"198637","20.500.11850/3","Meylan, Grégoire||Reck, Barbara K.||Rechberger, Helmut||Graedel, Thomas E.||Schwab, Oliver",,,"2017-11-28T15:42:21Z","2017-10-29T02:48:07Z||2017-11-28T15:42:21Z","2017-10-17","2017-09-18",,,,,"0013-936X||1520-5851",,"10.1021/acs.est.7b03086","http://hdl.handle.net/20.500.11850/202025","en","American Chemical Society",,,,"Assessing the Reliability of Material Flow Analysis Results: The Cases of Rhenium, Gallium, and Germanium in the United States Economy",,"Journal Article","Metadata only",,,,"2017-10-29T02:48:11Z",,,,,,"yes",,,,,,,,,,,,"85031768561",,"000413391800039","Environ. Sci. Technol.","20","Environmental Science & Technology","51","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"11847","11839","Washington, DC","published",,,,,,,,"2017-11-28T15:42:24Z","2023-02-06T14:55:12Z","true",,"SCOPUS",,,,
"242314","20.500.11850/3","Aryandoust, Arsam||Lilliestam, Johan",,,"2018-07-05T12:50:22Z","2017-10-31T14:27:52Z||2018-03-13T14:29:58Z||2018-07-05T12:50:22Z","2017-10-15","2017-08-01",,,,,"0306-2619||1872-9118",,"10.1016/j.apenergy.2017.07.034","http://hdl.handle.net/20.500.11850/202951","en","Elsevier Science",,,"Demand-side response (DR)||Demand-side management (DSM)||Renewable power integration||System balancing||Operating reserves||Energy strategy 2030 & 2050","The potential and usefulness of demand response to provide electricity system services",,"Journal Article","Metadata only",,,,"2017-10-31T14:27:57Z",,,,,,"yes",,,,,,,,,,,,,,,"Appl. Energy",,"Applied Energy","204","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09617 - Lilliestam, Johan (ehemalig) / Lilliestam, Johan (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09617 - Lilliestam, Johan (ehemalig) / Lilliestam, Johan (former)","09451||09617","09451||09617",,"766","749","New York, NY","published",,,,,,,,"2018-03-13T14:30:11Z","2021-02-15T00:36:42Z","true",,"FORM",,,,
"212699","20.500.11850/22","Gruber, Barbara||Günay, Cengiz||Rizvan, Ajla||El Jamea, Mostafa||Komendantova, Nadejda||Zejli, Driss",,,"2018-01-22T16:20:39Z","2018-01-22T14:33:46Z||2018-01-22T16:20:39Z","2017-10-09",,,,,,,,,"http://hdl.handle.net/20.500.11850/232460","en","Austrian Institute for International Affairs (oiip)",,,"Morocco||energy transition||Transfer of technology||Austrian energy model regions","Green Modernization – The political, social and societal setting of Morocco’s solar energy policies",,"Working Paper","Metadata only",,,,"2018-01-22T14:33:47Z",,,,,,"yes",,,,,,,,,,,,,"http://www.oiip.ac.at/index.php?id=49&L=1%27%252&tx_ttnews%5BbackPid%5D=20&tx_ttnews%5Btt_news%5D=1111&cHash=ade421c10725a2eacc45687d647f869c",,,,"oiip Working Paper","97","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.",,"09451",,,,,"Vienna","published",,,,,,,,"2018-01-22T16:20:44Z","2018-01-22T16:20:44Z","true","43 p.","FORM",,,,
"348337","20.500.11850/3","Preuner, Philipp||Scolobig, Anna||Linnerooth-Bayer, JoAnne||Ottowitz, David||Hoyer, Stefan||Jochum, Birgit",,,"2020-05-20T06:02:23Z","2017-11-21T14:25:36Z||2017-12-21T14:33:29Z||2020-05-20T06:02:23Z","2017-10-03",,"During a participatory process in Gmunden, Austria, the organizational and responsibility-sharing arrangements for a landslide warning system proved to be contested issues. While questions on the warning system technology and the distribution of information, including the alarm for evacuation, could be resolved with the support of experts, controversies arose on the financial and legal responsibilities that ensure long-term and effective monitoring for the protection of the landslide-prone community. This paper examines how responsibilities can be shared among the residents, experts, and public authorities during the design and operation of landslide warning systems. In particular, we discuss the outcome and implications of three stakeholder workshops where participants deliberated on warning-system options that, in turn, were based on a discourse analysis of extensive stakeholder interviews. The results of the case study show that an end-user orientation requires the consideration of stakeholder worldviews, interests, and conflicts. Paradoxically, the public did not fully support their own involvement in the maintenance and control of the warning system, but the authorities promoted shared responsibility. Deliberative planning does not then necessarily lead to responsibility sharing, but it proved effective as a platform for information and for shared ownership in the warning system","application/pdf","10.3929/ethz-b-000211503",,"2079-9276",,"10.3390/resources6040054","http://hdl.handle.net/20.500.11850/211503","en","MDPI","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","warning system||landslide risk||technical-policy option||responsibility sharing||Public participation||stakeholder perspectives||warning communication and decision making","A participatory process to develop a landslide warning system: paradoxes of responsibility sharing in a case study in Upper Austria",,"Journal Article","Open access",,,,"2017-11-21T14:25:46Z",,,,,,"yes",,,,,,,,,,,,"85037058343",,,,"4","Resources","6","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,"54","Basel","published",,,,,,,,"2018-01-11T13:22:25Z","2020-05-20T06:02:33Z","true","16 p.","FORM",,,"publishedVersion",
"347532","20.500.11850/21","Taylor, Richard||Papadelis, Sotiris||Wanjiru, Hannah||van Vliet, Oscar P.R.||Lieu, Jenny",,,"2020-05-14T08:08:19Z","2018-11-06T15:11:43Z||2018-11-19T14:10:23Z||2018-11-19T14:12:41Z||2020-05-14T08:08:19Z","2017-10",,,,,,,,,"http://hdl.handle.net/20.500.11850/301416","en","TRANSrisk",,,,"D6.3: Report on investigating agency at firms and individual household levels, including method/model documentation and analytical findings",,"Report","Metadata only",,,,"2018-11-06T15:11:58Z",,,,,,"yes",,,,,,,,,,,,,"http://transrisk-project.eu/virtual-library/deliverable/d63-report-investigating-agency-firms-and-individual-household-levels",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,,"s.l.","published",,,,,,,,"2018-11-19T14:10:37Z","2020-05-14T08:08:38Z","true","88 p.","FORM",,,,
"191179","20.500.11850/3","Stefanelli, Annalisa||Seidl, Roman",,,"2017-11-02T10:05:51Z","2017-10-06T02:01:50Z||2017-11-02T10:05:51Z","2017-10","2016-06-21",,,,,"0272-4944",,"10.1016/j.jenvp.2016.06.003","http://hdl.handle.net/20.500.11850/190385","en","Elsevier",,,"Agent-based model||Nuclear waste||Social judgment theory||Empirically based||Arguments","Opinions on contested energy infrastructures: An empirically based simulation approach",,"Journal Article","Metadata only",,,,"2017-10-06T02:02:01Z",,,,,,"yes",,,,,,,,,,,,"84977612619",,"000406984000018","J. Environ. Psychol.",,"Journal of Environmental Psychology","52","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"217","204","Amsterdam","published",,,,,,,,"2017-11-02T10:05:58Z","2022-03-28T17:56:47Z","true",,"WOS",,,,
"191090","20.500.11850/3","Seidl, Roman||Moser, Corinne||Blumer, Yann",,,"2017-11-02T07:25:25Z","2017-10-20T07:47:09Z||2017-11-01T11:09:14Z||2017-11-02T07:06:01Z||2017-11-02T07:25:25Z","2017-10-01","2017-10-09","Many countries have some kind of energy-system transformation either planned or ongoing for various reasons, such as to curb carbon emissions or to compensate for the phasing out of nuclear energy. One important component of these transformations is the overall reduction in energy demand. It is generally acknowledged that the domestic sector represents a large share of total energy consumption in many countries. Increased energy efficiency is one factor that reduces energy demand, but behavioral approaches (known as “sufficiency”) and their respective interventions also play important roles. In this paper, we address citizens’ heterogeneity regarding both their current behaviors and their willingness to realize their sufficiency potentials—that is, to reduce their energy consumption through behavioral change. We collaborated with three Swiss cities for this study. A survey conducted in the three cities yielded thematic sets of energy-consumption behavior that various groups of participants rated differently. Using this data, we identified four groups of participants with different patterns of both current behaviors and sufficiency potentials. The paper discusses intervention types and addresses citizens’ heterogeneity and behaviors from a city-based perspective.","application/pdf","10.3929/ethz-b-000198622",,"1932-6203",,"10.1371/journal.pone.0185963","http://hdl.handle.net/20.500.11850/198622","en","Public Library of Science","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Navigating behavioral energy sufficiency. Results from a survey in Swiss cities on potential behavior change",,"Journal Article","Open access",,"DDC - DDC::0 - Computer science, information & general works::000 - Generalities, science||DDC - DDC::6 - Technology, medicine and applied sciences::610 - Medical sciences, medicine",,"2017-10-20T07:47:09Z",,,,,,"yes",,,,"Using formal social groups to promote energy sufficient behaviour in cities","153769","10.13039/501100001711","SNF","NFP 71: Gesuch",,,,"85030978811",,"000412601800031","PLoS ONE","10","PLoS ONE","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,,"e0185963","San Francisco, CA","published",,,,,,"10.3929/ethz-b-000169682","true","2017-11-02T07:06:28Z","2022-03-28T17:56:31Z","true","19 p.","SCOPUS",,,"publishedVersion",
"205326","20.500.11850/3","Rashidi, Kaveh||Stadelmann, Martin||Patt, Anthony",,,"2017-12-19T16:17:08Z","2017-10-06T05:20:19Z||2017-11-07T11:01:45Z||2017-12-04T14:48:34Z||2017-11-27T09:58:55Z||2017-12-19T16:17:08Z","2017-10","2017-06-15","Urban areas account for 70% of carbon emissions, and are likely to be the locus of attention to reduce future emissions in developing countries. However, only a small share of Clean Development Mechanism (CDM) projects under the Kyoto Protocol and only 30% of public climate finance is invested in urban areas. One of the main reasons is that most urban climate change mitigation projects rather provide development than climate benefits, so the question is whether alternative mechanisms can mobilize urban mitigation projects. In this paper, we analyze a set of three case studies — representative urban waste and transportation projects in Indonesia, Kenya, Sri Lanka — to compare the market and economic value of climate and development co-benefits. For the projects, we monetize the co-benefits accruing to the local community. We find that under current market conditions, climate benefits have little effect on projects’ financial viability, and can be effectively ignored. By contrast, we find, the monetization of development co-benefits significantly improves financial viability, based on calculated net present values and internal rates of return. Our results highlight the importance of local, national and international financing and policies that monetize such development co-benefits.","application/pdf","10.3929/ethz-b-000192613",,"2210-6707","http://hdl.handle.net/20.500.11850/213915||http://hdl.handle.net/20.500.11850/192613","10.1016/j.scs.2017.06.003","http://hdl.handle.net/20.500.11850/223910","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Co-benefits||Climate mitigation policies||Low carbon investment||Financial modelling||Cities","Valuing co-benefits to make low-carbon investments in cities bankable: the case of waste and transportation projects",,"Journal Article","Open access",,,,"2017-10-06T05:20:19Z",,,,,,"yes",,,,,,,,,,,,"85021051345",,"000415896000007",,,"Sustainable Cities and Society","34","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"78","69","Amsterdam","published",,,,,,,"true","2017-12-21T09:36:32Z","2022-03-28T18:44:49Z","true",,"SCOPUS||FORM",,,"publishedVersion",
