id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSupplementTo,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"203052","20.500.11850/3","Tout, Jessica||Astudillo-García, Carmen||Taylor, Michael W.||Tyson, Gene W.||Stocker, Roman||Ralph, Peter J.||Seymour, Justin R.||Webster, Nicole S.",,,,"2017-12-13T16:54:29Z","2017-12-07T05:44:08Z||2017-12-13T16:54:29Z","2017-12","2017-10-13",,,,,"1758-2229",,"10.1111/1758-2229.12591","http://hdl.handle.net/20.500.11850/218675","en","Wiley",,,,"Redefining the sponge-symbiont acquisition paradigm: sponge microbes exhibit chemotaxis towards host-derived compounds","Journal Article","Metadata only",,,"2017-12-07T05:44:17Z",,,,,,"yes",,,,,,,,,,,,"85031422293",,,"Environ. Microbiol. Rep.","6","Environmental Microbiology Reports","9","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","09467","09467",,"755","750","Oxford","published",,,,,,"2017-12-13T16:54:30Z","2022-03-28T18:38:22Z","true",,"SCOPUS",,
"360704","20.500.11850/4","Sonderegger, Thomas||Dewulf, Jo P.||Fantke, Peter||Maia de Souza, Danielle||Pfister, Stephan||Stoessel, Franziska||Verones, Francesca||Vieira, Marisa||Weidema, Bo||Hellweg, Stefanie",,,,"2020-08-21T05:26:36Z","2017-06-12T19:58:54Z||2018-06-12T12:05:33Z||2020-08-20T14:46:37Z||2020-08-21T05:26:36Z","2017-12","2017-03-23",,"application/pdf","10.3929/ethz-b-000128792",,"0948-3349||1614-7502",,"10.1007/s11367-017-1297-8","http://hdl.handle.net/20.500.11850/128792","en","Springer","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Abiotic resources||Biotic resources||Land||LCA||LCIA||Method review||Soil||Water","Towards harmonizing natural resources as an area of protection in Life Cycle Impact Assessment","Review Article","Open access","1927",,"2017-06-12T19:59:40Z",,,,"pub:191719",,"yes",,,,,,,,,,"imp5936554861f0c60965","010846476","85015959291",,"000414802100003","Int J Life Cycle Assess","1912","The International Journal of Life Cycle Assessment","22","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,,"192","Berlin; Heidelberg","published","10.3929/ethz-b-000409207",,,,,"2018-06-12T12:05:36Z","2022-03-29T02:57:16Z","true","16 p.; 37 p. accepted version","ECIT",,"acceptedVersion"
"208612","20.500.11850/3","Bannwarth, Sebastian||Breisig, Hans||Houben, Veit||Oberschelp, Christopher||Wessling, Matthias",,,,"2018-01-11T14:57:56Z","2017-12-21T16:36:23Z||2018-01-11T14:57:56Z","2017-11-15","2017-08-12",,,,,"0376-7388",,"10.1016/j.memsci.2017.08.019","http://hdl.handle.net/20.500.11850/224104","en","Elsevier",,,"Membrane porometry||Pore size distribution||Impedance spectroscopy||Wetting||Liquid displacement","Membrane impedance porometry","Journal Article","Metadata only",,,"2017-12-21T16:36:24Z",,,,,,"yes",,,,,,,,,,,,,,,"J. Membr. Sci.",,"Journal of Membrane Science","542","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732||03732","03732",,"366","352","Amsterdam","published",,,,,,"2018-01-11T14:57:58Z","2023-02-06T15:04:35Z","true",,"FORM",,
"375306","20.500.11850/5","Khanna, Vikas||Bilec, Melissa||Madani, Kaveh||Pfister, Stephan||Kenway, Steven",,,,"2020-11-10T08:10:00Z","2017-12-12T05:38:47Z||2018-01-05T13:50:42Z||2020-11-10T08:10:00Z","2017-11","2017-08-18",,,,,"0921-3449||1879-0658",,"10.1016/j.resconrec.2017.07.044","http://hdl.handle.net/20.500.11850/220092","en","Elsevier",,,,"Food-Energy-Water Nexus","Other Journal Item","Metadata only",,,"2017-12-12T05:39:13Z",,,,,,"yes",,,,,,,,,,,,,,"000411298400005","Resour. Conserv. Recycl.",,"Resources, Conservation and Recycling","126","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,"A9","A8","Amsterdam","published",,,,,,"2018-01-05T13:50:44Z","2021-02-15T20:39:16Z","true",,"WOS",,
"192295","20.500.11850/3","Pui, David Y.H.||Höflinger, Wilhelm||Wang, Jing||Tsai, Chuen-Jinn",,,,"2017-11-07T11:08:52Z","2017-11-06T23:27:38Z||2017-11-07T11:08:52Z","2017-10-31",,,,,,"1680-8584||2071-1409",,"10.4209/aaqr.2017.09.0332","http://hdl.handle.net/20.500.11850/204976","en","Chaoyang University of Technology",,,"12th World Filtration Congress||WFC12||Special issue","On the Special Issue for the 12th World Filtration Congress","Journal Article","Metadata only",,"DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment","2017-11-06T23:27:42Z",,,,,,"yes",,,,,,,,,,,,"85033604011",,"000418646700001","Aerosol air qual. res.","11","Aerosol and Air Quality Research","17","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","03887","03887",,"2644","2643","Taichung City","published",,,,,,"2017-11-07T11:08:55Z","2018-11-06T00:41:15Z","true",,"FORM",,
"242482","20.500.11850/3","Beretta, Claudio||Stucki, Matthias||Hellweg, Stefanie",,,,"2018-07-06T13:37:18Z","2017-09-04T07:21:45Z||2017-09-05T07:54:08Z||2018-07-06T13:37:18Z","2017-10-03","2017-09-01",,,,,"0013-936X||1520-5851",,"10.1021/acs.est.6b06179","http://hdl.handle.net/20.500.11850/182751","en","American Chemical Society",,,"Life Cycle Assessment||Food Losses||Food loss Prevention||Food Loss Treatment","Environmental Impacts and Hotspots of Food Losses: Value Chain Analysis of Swiss Food Consumption","Journal Article","Metadata only",,,"2017-09-04T07:21:47Z",,,,,,"yes",,,,,,,,,,,,"85030708504",,"000412716500028","Environ. Sci. Technol.","19","Environmental Science & Technology","51","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,"11173","11165","Washington, DC","published",,,,,,"2018-07-06T13:37:21Z","2023-02-06T15:40:02Z","true",,"BATCH",,
"165305","20.500.11850/3","He, Xu||Bahk, Yeon K.||Wang, Jing",,,,"2017-06-22T12:40:46Z","2017-06-19T07:08:39Z||2017-06-22T12:40:46Z","2017-10","2017-06-06",,,,,"0045-6535||1879-1298",,"10.1016/j.chemosphere.2017.06.011","http://hdl.handle.net/20.500.11850/161291","en","Elsevier",,,"Micromotors||Catalytic degradation||Adsorption||Surfactant||Electrolyte","Organic dye removal by MnO2 and Ag micromotors under various ambient conditions: The comparison between two abatement mechanisms","Journal Article","Metadata only",,"DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment","2017-06-19T07:08:40Z",,,,,,"yes",,,,,,,,,,,,,,"000407525500068","Chemosphere",,"Chemosphere","184","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","03887","03887",,"608","601","Amsterdam","published",,,,,,"2017-06-22T12:40:48Z","2021-02-14T17:46:45Z","true",,"BATCH",,
"176898","20.500.11850/3","Setyan, Ari||Patrick, Michael||Wang, Jing",,,,"2017-09-06T12:32:18Z","2017-07-17T08:10:13Z||2017-07-17T09:20:17Z||2017-09-06T12:32:18Z","2017-10","2017-07-12",,,,,"1352-2310||0004-6981||1352-3260",,"10.1016/j.atmosenv.2017.07.018","http://hdl.handle.net/20.500.11850/171141","en","Elsevier",,,"Municipal solid waste incineration||Flue gas||Stack||Emissions||Particle removal","Very low emissions of airborne particulate pollutants measured from two municipal solid waste incineration plants in Switzerland","Journal Article","Metadata only",,,"2017-07-17T08:10:14Z",,,,,,"yes",,,,,,,,,,,,"85024504783",,"000411298800009","Atmos. environ.",,"Atmospheric Environment","166","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","03887","03887",,"109","99","Amsterdam","published",,,,,,"2017-09-06T12:32:20Z","2020-02-15T07:17:51Z","true",,"FORM",,
"213649","20.500.11850/3","Manoli, Gabriele||Huang, Cheng-Wei||Bonetti, Sara||Domec, Jean-Christophe||Marani, Marco||Katul, Gabriel",,,,"2017-12-13T13:30:05Z","2017-12-13T13:30:05Z||2017-10-06T05:21:58Z||2017-11-07T11:53:26Z","2017-10-01","2017-08-14",,,,,"0309-1708||1872-9657","http://hdl.handle.net/20.500.11850/192630||http://hdl.handle.net/20.500.11850/220619","10.1016/j.advwatres.2017.08.004","http://hdl.handle.net/20.500.11850/233714","en","Elsevier",,,"Ecohydrology||Light-water competition||Overstory-understory||Soil-plant modeling||Upscaling","Competition for light and water in a coupled soil-plant system","Journal Article","Metadata only",,,"2017-10-06T05:22:00Z",,,,,,"yes",,,,,,,,,,,,"85027551240",,"000411868400016","Adv. Water Resour.",,"Advances in Water Resources","108","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,"230","216","New York","published",,,,,,"2018-01-24T13:30:44Z","2022-03-28T18:59:18Z","true",,"FORM||SCOPUS",,
"214457","20.500.11850/3","Ayala, Alvaro||Pellicciotti, Francesca||Peleg, Nadav||Burlando, Paolo",,,,"2018-01-25T14:02:31Z","2017-12-13T13:42:33Z||2018-01-25T14:02:31Z","2017-10","2017-08-18","Previous estimates of melt and surface sublimation on glaciers of the subtropical semiarid Andes (29–34°S) have been obtained at few specific locations, but it is not clear how ablation components vary across the entire extent of a glacier in this dry environment. Here, we simulate the distributed energy and mass balance of Juncal Norte Glacier (33°S) during a 2-month summer period. Forcing fields of near-surface air temperature and wind speed are generated using two methods accounting for the main physical processes that shape their spatial variations. Simulated meteorological variables and ablation agree well with observations on the glacier tongue and reveal complex patterns of energy and mass fluxes. Ablation decreases from 70 mm w.e. d−1 at the low-albedo glacier terminus (~3000 m), where almost 100% of total ablation corresponds to melt, to <5 mm w.e. d−1 at wind-exposed, strong-radiated sites above 5500 m, where surface sublimation represents >75% of total ablation. Our simulations provide the first glacier-scale estimates of ablation components on a glacier in the study region and better reproduce the observed and expected spatial variations of melt and surface sublimation, in comparison with more simple assumptions, such as linear gradients and uniform wind speeds.","application/pdf","10.3929/ethz-b-000220634",,"0022-1430||1727-5652",,"10.1017/jog.2017.46","http://hdl.handle.net/20.500.11850/220634","en","International Glaciological Society","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","energy balance||glacier meteorology||glacier surface melt||mountain glaciers||snow/ice surface processes","Melt and surface sublimation across a glacier in a dry environment: distributed energy-balance modelling of Juncal Norte Glacier, Chile","Journal Article","Open access",,,"2017-12-13T13:42:34Z",,,,,,"yes",,,,,,,,,,,,,,"000418851100005","J Glaciol","241","Journal of Glaciology","63","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,"822","803","Cambridge","published",,,,,,"2018-01-25T14:02:35Z","2022-03-28T19:00:41Z","true",,"FORM",,"publishedVersion"
"185481","20.500.11850/3","McCall, Ann-Kathrin||Palmitessa, Rocco||Blumensaat, Frank||Morgenroth, Eberhard||Ort, Christoph",,,,"2017-10-12T10:08:23Z","2017-10-06T03:02:57Z||2017-10-12T08:39:27Z||2017-10-12T10:08:23Z","2017-10","2017-05-05",,,,,"0043-1354||1879-2448",,"10.1016/j.watres.2017.05.034","http://hdl.handle.net/20.500.11850/191280","en","Elsevier",,,"Sewage-based epidemiology||Pharmaceuticals||Monte Carlo||Micropollutant||Wastewater quality modeling","Modeling in-sewer transformations at catchment scale - implications on drug consumption estimates in wastewater-based epidemiology","Journal Article","Metadata only",,,"2017-10-06T03:03:06Z",,,,,,"yes",,,,,,,,,,,,"85021088398",,"000407404300064","Water Res.",,"Water Research","122","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","03832||03989","03832||03989",,"668","655","Amsterdam","published",,,,,,"2017-10-12T08:39:28Z","2022-03-28T17:43:16Z","true",,"WOS",,
"185739","20.500.11850/3","Lambert, Bennett S.||Raina, Jean-Baptiste||Fernandez, Vicente I.||Rinke, Christian||Siboni, Nachshon||Rubino, Francesco||Hugenholtz, Philip||Tyson, Gene W.||Seymour, Justin||Stocker, Roman",,,,"2017-10-12T14:27:06Z","2017-10-06T04:59:12Z||2017-10-12T14:27:06Z","2017-10","2017-08-28",,,,,"2058-5276",,"10.1038/s41564-017-0010-9","http://hdl.handle.net/20.500.11850/192371","en","Nature Publishing Group",,,,"A microfluidics-based in situ chemotaxis assay to study the behaviour of aquatic microbial communities","Journal Article","Metadata only",,,"2017-10-06T04:59:17Z",,,,,,"yes",,,,,,,,,,,,"85028560598",,"000415272500009","Nat Microbiol",,"Nature Microbiology","2","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","09467","09467",,"1349","1344","London","published",,,,,,"2017-10-12T14:27:08Z","2022-03-28T17:44:15Z","true",,"SCOPUS",,
"242962","20.500.11850/3","Vadenbo, Carl O.||Hellweg, Stefanie||Fruergaard Astrup, Thomas",,,,"2018-07-10T15:40:55Z","2017-06-12T07:41:59Z||2017-06-26T14:24:05Z||2017-08-21T11:38:02Z||2018-07-10T15:40:55Z","2017-10","2016-11",,,,,"1088-1980||1530-9290",,"10.1111/jiec.12519","http://hdl.handle.net/20.500.11850/117494","en","Wiley-Blackwell",,,"Displaced production||Industrial ecology||Life cycle assessment (LCA)||Resource recovery||Substitution||Waste management","Let's Be Clear(er) about Substitution: A Reporting Framework to Account for Product Displacement in Life Cycle Assessment","Journal Article","Metadata only",,,"2017-06-12T07:43:28Z",,,,"pub:179403",,"yes",,,,,,,,,,"imp5936547a3d27c35943",,"85006100104",,"000413579000003","J. ind. ecol.","5","Journal of Industrial Ecology","21","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,"1089","1078","Oxford","published",,,,,"true","2018-07-10T15:41:05Z","2020-02-15T13:54:45Z","true",,"ECIT",,
"218721","20.500.11850/3","Miles, Evan S.||Steiner, Jakob||Willis, Ian||Buri, Pascal||Immerzeel, Walter W.||Chesnokova, Anna||Pellicciotti, Francesca",,,,"2018-02-12T09:56:31Z","2017-10-19T02:10:57Z||2017-11-07T15:15:08Z||2017-11-07T15:49:21Z||2017-11-07T15:59:53Z||2018-02-12T09:56:31Z","2017-09-21",,,"application/pdf","10.3929/ethz-b-000197716",,"2296-6463",,"10.3389/feart.2017.00069","http://hdl.handle.net/20.500.11850/197716","en","Frontiers Media","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","surface ponds||High Mountain Asia||Debris-covered glaciers||Surface energy balance||Glacier hydrology","Pond dynamics and supraglacial-englacial connectivity on debris-covered Lirung Glacier, Nepal","Journal Article","Open access",,,"2017-10-19T02:11:05Z",,,,,,"yes",,,,,,,,,,,,"85030665115",,,"Front. Earth Sci.",,"Frontiers in Earth Science","5","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,,"69","Lausanne","published",,,,,"true","2017-11-07T16:00:04Z","2022-03-28T19:09:09Z","true","19 p.","SCOPUS",,"publishedVersion"
